Index,Sinhala Comment
65,ඇත්තෙන්ම පිස්තෝලයක් අවශ්ය වෙන්නේ රටේ ආරාක්ශාව සහතික නැති නිසා තාමත් ඕනි තරම් අවි ආයුධ රටේ තියෙනවා කවුරු කාට කොහේදි වෙඩි තියයිද කවුද දන්නේ මාධ්යවේදින් ලංකාවේ ඕනි තරම් මැරුණා හිතූ නැති විදිහට සුරංග මහත්තයත් ප්රශ්න කලා මැරුණ අය ගැනත් සුරංග හිතනවා ඇත්තේ අතපය දික් කරලා ප්රශ්න කරපුවාම පොර කියලා මාධ්යවේදියෙක් හැටියට පාතාලේ තාම දැකල නෑ කැම්පස් එක තුළත් මත වාදි අරගල නැතිව කොම්පියුටර් වලින් ගහල මරණ එක දැකල නැතිව ඇති පිස්තෝල් ඕනිම නැ ඒවා නැති කරන්නත් පිස්තෝල නැතිවම බැරි වෙයි
66,සුරංගයගේ කටට මසුරන් දාන්න වටිනවා
67,මේ වගේ වැඩසටහන් වලට පිං සිද්ද වෙන්න ඕනේ මොකද සිංහලෙන් කිවුවොත් මිනිස්සු ඉස්සර සුදු රෙදි අදගෙන ඉන්න චරිත්ල වගේ මිනිස්සුන්ගේ රෙදි ගලවනවට
68,සජියාටම හරියන බඩුව අම්මෝ මෙහෙම ගොනෙක්
69,චරිත් ජොන්ස්ටන්ගේ වෙනවා
70,ජෙහාන් වගේ මිනිස්සු ඕනි විපක්ෂට සජබේ විපක්ෂටවත් ගැලපෙන්නේ නෑ
71,දමිතා දීලා චරිත් ගත්තා වගේ
72,චරිත් කියන්නේ පොල් බුරුවෙක් කියලා ඔප්පු උනා හයියෝ චරිතෝ නෑව නේද සජිත් චරිත් හොදට ගැලපෙනවා
73,මේ අතරින් මනුවරන තමයි පාර්ලිමේන්තුවට සුදුසු සුරංග නම් මාධ්යවේදී තනතුරට වඩා බලු පොරේකට ගැලපෙනවා
74,මේ පාර අහු වුනාලුචරිත් කියන්නෙ අනේ ගොන් පකිස් බූරුවෝ
75,ගොන් පණ්ඩිතයෙක් චරිත්නෙදකින්
76,චරිත් කියන්නෙ අමු ගවයෙක් කියල එයාම ඇවිත් කියල ගියා
77,යාකෝ සජියාට ගැලපෙන ගොබිබ හැත්ත
78,කමල් ඉන්නෙ වෙනම ලෝකෙක මොනවද ඒ කියවන්නෙ
79,චරිත් නානව නෑමක් ලොවෙත් නැතිවෙන්න
80,මාලිමාව හැර අනුන් එපා
81,සජිත් මහතය ස ජ බේට දේවි පිහිටයි චරිත් වගේ විනයක් නැති එවුන් නිසා
82,චරිත් යනු අමු මෝඩයේක්
83,චරිත්ට ගැලපෙනම පක්ශෙට තමා ගිහින් තියෙන්නේ අමු ගවයා මාලිමාවෙන් චන්දෙ ඉල්ලන ජගත් මනුවර්නට ජය වේවා සුරංග
84,උක්කුන් බබෙක් වගේ
85,කමල් අයියා අත්ටැකරේ ද
86,චරිත් ඇති බන් සජබේම හාන්න
87,මගේ දේශපාලන මතවාදය මාලිමාව සමග ඒ නිසා මගේ දේශපාලන තෝරා ගැනීම පිළිබද මං ආඩම්බර යි
88,චරිත් ගේ රෙදි ලේෆ්ට්
89,සිරසෙ ලොක්කා නැතිඋනානෙ සේවකයො පිස්සු වැටිලා
90,ජගත් මනුවර්ණ
91,කොවිඩ් ලංකාවට ආවෙ නෑ බැසිල් රාජපක්සලාගේ උවමනාවට කොවිඩ් ලංකාවට ගෙනාවා එතන තමයි හොරා කන්ඩ වැඩිම ප්රමාණයක් සැලසුම් කරේ
92,ජනතාව අතර සිටිනවා නම් සිටිනවා නම් කිසි ආරක්ෂාව තහවුරුයි කොහොමත් ජනතා සේවකයෙකුට චරිත් දේශපාලනයට ගැලපෙන්නෑ ඒ වගේමයි චරිත් ඉල්ලන පක්ෂයේ කොහොමත්ම ගැලපෙන්නේ නෑ සජබ විපක්ෂයකටවත් ගැලපෙන්නෑ එනිසා මිනිස්සු හොඳට කල්පනාවෙන් ඡන්දය දෙන්න විපක්ෂය කවුද කියන එකත් හරියට තේරුම් අරන් ඡන්දය
93,මුං මාර මිනිස්සු කියලා හිතං හිටපු මිනිස්සු ඉන්නවා නම් දැං වත් හැදෙයි නෙ මේවා දැක්කාමචරිත් දක්ෂයෙක් හැබැයි දේශපාලනයට නොවයි කමල් උනත් එහෙමයි ජෙහාන් උනත් ඒ විදිහයි මුං ව ගෙවල් වලට ම කරලා තියන්න ඕන
94,මේ සංවාදය අහනකොට මට අර ගිරව් දෙන්නෙක්ගේ කතාව මතක් වෙනවා චරිත් කියන්නේ අර කැත මනුස්සයා ගාවට වැටිච්චි කපටි හොරෙක් ගාවට වැටිච්චිගිරවෙක් ගිරවෙක් මෙයා මුලින් නළුවෙක් විදියට කොයි තරම් හොඳ කෙනෙක් උනත් ඔය පක්ෂෙන් ආවොත් කරන්නෙම හොර ජාවාරම් හොර තක්කඩි මෝඩ තකතීරු අමන වැඩ ඒක නිසා හොඳට මොලේ කපු කල්පනා කරලා මේ එයාලට චන්දෙ දෙනවනම් මේවා හොඳට අහලා දෙන්න මොකද ඡන්දය කියන්නේ පව්ගලික දෙයක් උනාට ඒ පෞග්ගලිකව ගහන කතිර හැමෝටම බලපානවා
95,පිස්තෝල චරිත්
96,දේශපාලනය කරන්ඩ හිතාගෙන ඉන්න අය එන්ටව් කිරීමට සුදුසුම තැන සිරස සටන සියලුම අපේක්ෂකයෝ ගෙන්නලා මේ විදිහේ ප්රශ්න කිරීම් කරලා මෙයාලගෙ අදහස් ජනතාවට යොමු කරා නම් එත් ඉස්සරත් මේ තරම් මිනිස්සු රැවටෙන්නැති වෙන්න ඉඩ තිබුනා ඇත්තටම හොඳම හොඳ දෙයක් මේ සටන කියන වැඩසටහනින් කරන්නේ පුද්ගලයා කවුද එයාලගේ ප්රතිපත්ති මොනවද කියන එක හොඳට හඳුනගෙන පැටිගිරිය කියනවා නම් කෙලින්ම පැටිකිරිය හොඳට දැනගන්න පුළුවන්
97,ජගාජෙහාන් අනිවරෙන්ම පාර්ලිමේන්තු යන්න ඕන ජය වේවා
98,ඕයි ඕයි චරිත්අඩෝ ඒක ආතල් බන්
99,හොරු අල්ලන්නදූෂණය නවත්තන්නආදී දේවල් කරන්න ආණ්ඩුවක් ගන්නම ඕනද කියල චරිත් කිව්වා ඉතිං ඒකාලෙ ඉඳන්ම එක රටේ සුභසිද්ධිය වෙනුවෙන් බුද්ධිමත්ව ඉවසීමෙන් වැඩ කටයුතු කරාඅද වෙද්දි එහි මූලික ජයක් ලබල තියෙනවා චරිත්හොරු අල්ලන්න ආණ්ඩුවක් ගන්නම ඕනදපාර්ලිමේන්තුවෙ බහුතරයක් හොරුදූෂකයො වෙද්දි හොරු අල්ලන්න වැඩකටයුතු කරන්න ඉඩදෙන්නෑමොකද ඒක හොරාගෙන් හොරා කවුද කියලා අහන එකක් නෙ ආයෙ ඉතිං පාර්ලිමේන්තුව කරන්න ඕන ලොවෙත් නැතිවෙන්නඒ නිසා ප්රායෝගික නැතිරටට වැඩක් නැති දේශපාලන බලවේගවලට රටේ බලයක් දෙනවට වඩා රටේ සුභසිද්ධිය වෙනුවෙන් මාලිමාවට වටිනා ඡන්දය ලබාදෙන්න
100,ජගත් ගේ මූනෙන්ම පේනවා කුහක කම
101,මුන් ගල් ගහපු එකත් හොඩක් විදියට අර්ථ දක්වනවා අරගලය ට ත පස්සේ ජේවීපී එක රිං
102,සුරඟයාට තේරෙන්නේ නෑ චරිත් කියන දේ එයා කිය කියන්නේ ආරක්ෂකයෙක් ඉන්න ඕන කියලානේ
103,මනුවර්ණ ලා පිස්තොල් පාවිච්චි කලේ ඒ කාලේ ඉඩන්නේ දැන් බොරුවට රඟපානවා
104,චරිත් උබ පට්ට මෝඩයි යකෝඋබ දෙශපාලනය ගැන දන්නෙ නැහැ උංඅනේ මු ඉල්ල ආසනේ ජනතාව චරිත්ලා වගේ එවුන්ට චන්දයනම් දෙන්න එපා
105,මේ ජේවීපී එකේ වුන් මොන තරම් අපරාධ රටට කළාද පොදු දේපොළ ගිනි තියලා රටට මොන තරම් පාඩු කළාද ජේවීපී අයව සුද්දා කරන්න හදනවා සිරසෙන්
106,සුරංග තමන්ගේ ජේවීපී මතය උළුප්පන්න මයි හදන්නේ
107,අපො නිවෙදකයො එපා දෙශපාලනයට හරි යන් නෑ වරිත් දෙශපාලනයට හරි යන් නෑ පෙනවනෙ පොහොට්ටූවෙ ඉන්න සංජීව එදිරිමාන්නල කට විතරයි වැඩ නෑ
108,කමල්ට දෙශපාලන දැනූම නෑ හැබැයි හොද පොයින්ට්ස් ටිකක් කිවූවා කාගෙන් හරි අහගෙන ඇවිල්ලද මංද
109,චරිත් පිස්සෙක්
110,චරිත අබේසිංහ දේශපාලනයේ මූලික හරයවත් දන්නෙ නැති අමු ම අමු මෝඩ කෲර මිනිහෙක් රාජ්ය ආරක්ෂාව කියන්නෙ මන්ත්රීල ඇමතිල රැක ගන්න එක නෙවෙයි බූරුවො රාජ්යය යනුවෙන් හඳුන්වන්නෙ පාර්ලිමේන්තුවට නෙවෙයි ජනතා නියෝජිතයන්ද ඇතුලු මහජනතාවට කියන එකවත් එනයින් රාජ්ය ආරක්ෂාව කියන්නෙ සමස්ථ රටේම ආරක්ෂාව බව වත් නොදන්නා මේ චරිත ව නම් බැරි වෙලාවත් පාර්ලිමේන්තු යවන්න එපා
111,ජගත් මණුවරන ඔයාට එකෙන්ම සහෝදරයා
112,මේකා ගොනා නෙවෙයිද පුතා
113,ඔමායාට ප්රස්න අහන්න දීපන් සුරංග
114,හිටපු ජනාධිපතිතුමා විශ්රාම ගත්තේ නෑ පැරදුනා
115,අපරාදෙ චරිත් දේශපාලනයට ආවෙමම ආස චරිතයක්
116,කමල් අද්දර ආරච්චි ඔබ හරි සුන්දර මනුස්සයෙක්
117,හීන් නුලෙන් කමල් අන්තිමට කිව්වේ මසුරන් කතාවක් චරිත චරිත් ලේෆ්ට්
118,මටත් ඕන එකක් රාජකාරි හරියට කරද්දී මාර තර්ජන ඒන්නේ
119,චරිත් සුපිරි නියමයි චරිතයක් තමයි
120,සජබේ ඉන්නේ හීන මානෙන් ඉන්න එවුන් වැඩි හරියක්
121,සුරංග විතරද පශ්න අහන්නෙ අනිත් උන්ට සිරසේ පඩ් ගෙවන්නේ නැද්ද
122,බලන්න කෝ කමල් ඔය්ට වඩා සංවරව අහිංසක ව කතා කරනවා එයාට ත් ඔයාට වගේ ලොකු දේශලපාලනික දැනුමක් නැති උනත් ඒ කතාවේ තියෙනවා මානව හිතවාදී බවක් අනිත් දෙන්න කොහොමත් පක්ෂයෙ දැනුම විනය කොහොමත් තියෙන දෙන්නෙක්
123,චරිත් ඔයාම කියනවා ආරක්ෂාව ට තමයි පොලිසිය ඉන්නේ කියලා ඔයාම කියනවා පිස්තෝල යක් ඕන කියලා අනේ පොඩ්ඩක් කල්පනාවෙන් උත්තර දෙන්න අය්යෝ ඔයාට දෙන පිස්තොලේන් නෙමෙයි පොලිසිය ආරක්ෂාව සපයන්නේ එයාලට කොහොමත් ආයුධ නිකුත් වෙනවා ඔයා හරි ප්රථමික විදිහට කතා කරන්න එපා මෝඩයෙක් වගේ තමයි එතකොට පෙන්නේ අපරාදේ අපි ආදරේ කරපු චරිත ඔයාලා විහිළුවක් වෙන්න එපා ඔයාට වැරදුනේ අනිත් අයට පහර දෙන්න ගිහින් ඔයිට වඩා මානුෂික වෙන්න ඔතන ඉන්නේ ඔයාලගේ ම සහෝදරයෝ අනිත් අයට ඒ සංවේදී බව තියෙනවා ඔයාට නෑ
124,සටන එන හැමෝටම හොඳ දැනුමක් සුරංග ගෙන් ලැබෙනවා ඒක හරි වටිනවා
125,අම්මෝ චරිත් ලැට් එකක් පොලවේ ගහල වගේ මුලික දැනුමවත් නැති මෙවැනි අය ගෙනාවොත් අබ සරණයි
126,සටන නම් සුරංග සුරංග නම් සටන ඉතිම්
127,කමල් හරි නිරව්යාජ ව කතා කරන්නේ ඇත්තටම අහිංසක කලා කරුවෙක්
128,මෙි චරිත් කියන මනුෂ්යා ආණ්ඩුවක් ගන්නේ ඇයි කියලවත් නොදැනද චන්දේට ඒන්නේ මනුෂ්යා දන්නැ ආණ්ඩුව තමයි රාජ්ය ආයතන සියල්ලම පාලනය කරන්නේ කියලා මෙිහේම මනුෂ්යයෙක් ප්රදේශියසභාවටවත් යවන්න හොදනැ කියලයි මට හිතෙන්නේ
129,ඊයා නාල නාල ඇදගෙන් නානවා
130,සමකල හැකිද අවියට ලොව මිනිස්කම ඔය තුවක්කු පිස්තෝල ඉල්ලා සිටින්නේ මිනිස්කම ගිලිහුණු විටය මොකද අන් අයට ඔවුන් සතුරන්ය එවිට ඔවුන්ටද බොහෝ සතුරන් සිටින බව ඔවුන් දනී එනිසාවෙන් ඔවුන්ට ආයුධ නැතිවම බැරිය
131,පාර්ලිමේන්තුවට යන්නත් කලින් ආයුධ ඕනලු ජනතා සේවකයන් රකින්නලු පොලීසියෙන් ආයුධ දරාගෙන ඉන්නේ එතකොට අහිංසක ජනතාව ඒ ජනතාව වෙනුවෙන් පෙනී සිටින මාධ්යවේදීන් රකින්න මෙතුවක් කාටද ආයුධ දුන්නේ
132,මම කැමතිම චරිතයක් ජගත්
133,තුවක්කුවක් නෙවෙ පුකට දෙකක් දෙන්ඩ ඔනේ
134,කමල් බ්රෑන්ඩි එක සුපිරි බ්රෑන්ඩ් එක සු පි රි
135,සුරංග ගූ
136,චරිත් අධි මාන්නයෙන් ඉන්න පොල් මෝඩයෙක් පාර්ලිමේන්තුවට කිසිසේත්ම සුදුසු නැති
137,ජගත් මණුවර්ණ
138,ජගත් මනුවර්ණ ජයවේවා
139,චරිත් තාමත් ජන්දෙන් ආවොත් තව කතා කරලා වැඩක් නෑ ඉතිං
140,සුරංග
141,හයියෝ චරිත් තව්සේ චරිත් කියන නම තව තවත් කනවා
142,සිරස අඩු වැඩි වශයෙන් මේ පුස් මිනිස්සු සමාජයට පෙන්වා දීම වටිනවා
143,වැඩක් නෑ දැන් සිරස බලන්නෙ ජේවීපී කාරයෝ විතරයි
144,සුරන්ගෙ සුනඛ හැගුම් නියමයි
145,චරිත් දේශපාලන ලදරුවෙක්
146,අනේ චරිත් මං හිතුවෙ නෑ ඔය තරම්ම ගොං කියලා
147,පේනව නේද පුතාණෝගෙ ගොංකම දරාගත්තු එව්න්ම තමා ඒ පැත්තට හේත්තු වෙන්නෙ අනෙ කොළඹ ඉන්න මිනිස්සුන්ට මොලේ තියේනම් චරිත්ට චංද දෙන්නෙපා චොරම කරපියව්
148,මිනිස්සු පාරේ මැරුනු එකට වගකියන්න ඕන කවුද චරිත් ඒකවත් ටිකක්වත් දැනුවත් වුනානම් මීට හොදයි ඔයා නලුවෙක් විදියට ලබා තිබුනු කැමත්තත් නැතිකරගත්තා ඔයා පවු චරිත්
149,චරිතය අම්බානක පච කියනව
150,දැන් තමයි ලේසියෙන්ම හොරැ අල්ලන්න පූලූවන් කැබිනට්ටූවෙ තුනයි
151,චරිත් වලට ගැලපෙන් නැ සුරංග කිවුවා හරියටම හරි
152,ඇත්තටම කමල් වගේ ප්රවීණ නලුවෝ හරිම පව් මේ දේශලනේට එන එක මෙලෝ දැනුමකින් නෙමෙයි කතා කරන්නෙ ඒක හොඳට තේරෙනවා
153,චරිත පිස්සෙක් චරිත පිස්සෙක් චරිත පිස්සෙක්
154,මනුවර්ණ සහෝදරයාට හදවතින්ම සුබ පතනවා මැතිවරණයෙන් විශිෂ්ඨ ජයග්රහණයක් ලැබෙන්න කියලා
155,සජබෙ සියල්ල දත් මහත්තයා කියනවා ලංකාවට යුද නැවක්වත් නෑ කියලා ගජබාහු සාගර සයුරල මේවා ත්රීවිල් ද එතකොට ආණ්ඩුවක් කියන්නේ මොකක්ද කියලා දන්නෑ ප්රශ්නයක් යැව්වාම සාමාන්ය දැනීම පාවිච්චි කරලා උත්තරයක් දෙන්න තරම්වත් මොලයක් නැහැ ඔය වේදිකාවේ සීට් එකේවත් ඉඳගන්න සුදුස්සෙක් නෙමෙයි
156,චරිත් රෙදි ඉල්ලේ බන් ලොක්කා වගේමයි
157,කමල් චන්දය දිනන්න මාලිමාව වර්ණනා කළාට ඇත්ත නම් මාලිමාව පෙරළා දැමීමයි ඔහුගේ නරක අතීත චරිතය දන්න කිසිවෙක් ඔහුට චන්දය දෙන්නේ නැත නීතියෙන් ගැලඋනත් ඔහු හෘදසාක්ෂියෙන් නරැම අපරාධකරැවෙක්
158,චරිත් කියන් එකා නම් සජියටම ගැලපෙනවාඅමුම අමු ගොනෙක්
159,කමල් ගංජා ගහලද බං ඉන්නේ
160,චරිත් කියන එකා වරප්රසාද බලන් දේශපාලනේට එන්න හදන බූරුතාටම ගැලපෙන මෝඩ බුවෙක්
161,මේ කලා කාරයෝ කියන එකෙක්වත් දේශපාලෙනට ගැලපෙන්නේ නෑ එච්චරයි
162,සජිත් වගේම තමයි උගේ ගෝලයොත් අමු ගවයො
163,චරිත් කියන්නෙ රගපෑමට හොද පුද්ගලයෙක් වෙන්න ඇතිඒත් දේශපාලනයට නම් අමුම අමු බූරුවෙක්කොළඹින් පාර්ලිමේන්තුව ට යවනවනම් මේ වගේ බූරුවන්ව යවන්න එපා සුරන්ග එකෙන්ම රෙස්පෙක්ට් ඇත්ත තේරුම් කරන එකට
164,චරිත් අමු ගොනෙක්
165,සජබෙට යන උන්ට සම්ප්රේශනය වෙන ලෙඩක්දගොං කම
166,ජගත් කරන දේ නිවරදිව ගලපමින් කරන්න උත්සහ කරන පුද්ගලයෙක්මාලිමාවට ජය
167,චරිත් එක්ක ආව උන් රෙදි ඇදන්ද දන්නෑ යකොට ගියෙ මේ හෝද හෝද ගලේ ඇහිල්ලට
168,සුරන්ගයා ගොන් කතාවක් ටිකක් හයියෙන් කෑ ගහලා කියනවා එච්චරයි අනික් උන්ට කතා කරන්න දෙන්නේ නෑ
169,සිරසෙ වැඩසටහන කරපු එකාමද මේ
170,සියල්ල පටලගෙන නෑඋබලා මොන කන්ඩායමේ උන්නත් රනිල් බලේට ගේන්න තමයි තිබ්බ ආන්ඩුවට විරුද්දව කටයුතු කලේඅනිවාර්යයෙන් රනිල් බලේට ගේන්න මේ සුරංග කියන බල්ලාගෙන් අනික් පක්ශිකයින්ට පෙශර් එකක් දෙන්නෙමූට ගූගහන්න ඕනෙ මාලිමාවට විතරයි මූ කඩේ යන්නෙ
171,අම්මො චරිත් නාල නෑමක්
172,කවුරු මොනවා කිව්වත් සුරංග සුපිරියටම ප්රශ්න අහනවා චරිත්ට අහන දෙ තෙරෙන්නෙ නෑ චරිත් ගොබිබයෙක් වගේ හැසිරෙන්නේ
173,ඌ විසිල් ගැහුවෙ නෑ ඌ ලැම්බෝගිනි ඉල්ලලා ඇඩුවාරට ආපස්සට ඇද්දෙ ජේවීපී කාරයො මිසක් වෙන කවුරුත් නෙවෙයි
174,ඈ බං ගොං ජෙහාන් හුත්තො ක් රට ආපස්සට ඇද්දෙ උද්ගෝශන කරපු තොපි නේද
175,අර ජෙහාන් කියන එකයි ලැම්බෝගිනි බබයි පාර්ලිමේන්තු යන්නද ඇවිත් ඉන්නෙකව්ද යකෝ මුන්ට චන්දෙ දෙන්නෙ
176,පොහොට්ටුවෙයි රනිල්ගෙයි ලග හිටපු හොරුටික සජිත්ගෙ රෙද්ද අස්සෙ දාගෙන හොරු අල්ලන හැටි කියල දෙන චරියා
