Index,Sinhala Comment
20,මේ අධ්යාපන විකෟතිය උඩුගම් බලා මෙහෙයවන ගරු අග්රාමාත්ය තුමියට විශ්ව ශක්තිය කාන්දු වීම ගැන අප ආශිර්වාද කරමු මේ පුණ්ය භුමිය ප්රතිනිර්මාණය කරමු ඒ සදහා ශ්රමිකයන් බිහි කරමු නව ජනාධිපති තුමාට සහ අගමැති තුමිය ඇතුළු පාලක පාලිකාවන්ට විශ්විය ප්රඥාව පහලවේවාසත සහස්සි ලෝක ධාතුවෙිම දෙවියන් බ්රහ්මයන් මාරයන් මනුෂ්ය වේශයෙන් පෟතුවියට පැමිණ අපට සහය දක්වන සේක්වායැයි සෙංකඩගල රාජකීය ශ්රී දළදා පර්ෂධයේ පහස ලබන්නාවුද වික්ටෝරියා හා පොල්ගොල්ලේ ජලාශ දෙක සිපගන්නාවුද ත්රී සිංහලය විටින් විට එක්සේසත් කලාවුද තම භද්ර යෞවනය විමුක්තිය උදෙසා පුජාකලා වුද පොල්ගොල්ලේ පල්ලේගුන්නෑපාන උමන්දා විශ්ව ගම්පියසේ සිට අප සදහන් කරමු තෙරුවන් සරණයි මේ ප්රකාශයේ වගකිම හා වගවීම අප සතුයඅවශ්ය පින්වතුන්ට දු අංක ඔස්සේ අමතන්න පුළුවනි
21,මොකද
22,අගමැති තුමියනි ඔබට ජයෙන් ජය වේවා
23,දුෂිතයන් නැති ආණ්ඩුවක් අපට ඔිනි ශිෂ්යයන්ට අසාදාරනයකරමින් ඉන්න නිලධාරි වහම පන්නා දමන්න කාගෙන්වත් අවසර ඔිනි නැහැ මෙචිචර කාලයක් දුෂිතවැඩ කලානෙ ඒ හොඳටම ඇති අගමැති තුමියට අපගේ හෘර්දයාංගම ස්තුතිය පුද කරමි එතුමියට දුඝායුෂ පාැර්ථනා කරමි
24,අනේ යසයිඋන්ට නම්
25,දැන්ද මුංට පරීක්ෂණ පවත්වන්න ඕනේඑදා මාලීමාවේ වේදිකාවෙ ඉද්දි තිබ්බෙ නැද්දසහෝදරියට ජයවේවා
26,නිවැරදි තීරණ ගැනීම සම්බන්දව ඔබට තුති අගමැති තුමියනි
27,අගමැතිනියට ජය වේවා
28,ගෝටල දැම්මේ දොස්තර කෙනෙක් නේ
29,සුජීව අමරසෙන දැන් පැන්ශන් කාරයෙක් මම හිතන්නේ දැන් තත් පැනල
30,වසරේ ප්රභලතම ශ්රීලාංකිකයා ඩඩ්ලි සිරිසේන
31,ජාතික ජනබලවේගයට ජයවේවා
32,ගමනක් යමු ඉදිරියට මතක හිටින්න
33,මතක හිටින්න වැඩේ වෙයි
34,අයි කේන්ති ගන්නේ කට්ටිය කළේත්
35,මෙි විදියට අවමන් කරන මිනිසුන් ඉන්නවාද
36,මුං මින්සුන් නෙවෙයි තිරිසනුන්
37,කැරි ආප්ප වේසී මැරිලද
38,මෙකිසිමප්රස්නයක්නැහහිටපුකාපුබිපුසියලුලොක්කන්ජනතාවපත්කලඅයදැන්මුන්සේරමලොකකන්වලිනඅයින්විපැන්සන්ගියඅයනම්තවත්මොකටදමුන්වරෙද්දපල්ලෙදමාගෙනබෙරිහන්දෙන්නෙමුන්ටදැන්පැන්සන්දෙනවනෙදේසපාලනවැඩවලටඑනවනම්කුමන්ත්රනනොකරහිටපියව්මේකඅදිකරනයටනියොගදෙන්නපුලුවන්වැඩක්මෙහෙමගියොත්රටගොඩගන්නබැහකැදහැලියක්වගෙඅනාගෙන
39,කුණුහරුප චැනල්
40,නිවන් සැප ලැබේවා
41,මේක මාලිමා ආන්ඩුවක්
42,උඹත් ඉතාමත් ඉක්මණින්ම අපාගත වේවා
43,ඒ හින්දා තමයි උන්දැ මරුනාද කියලා හොයන්නේ
44,තොට ගහපිය
45,ඉන්නකොට අපේ දරුවන්ට නිග්රහ කරපු උපාධි ප්රදානෝත්සව පරක්කු කරලා දරුවන්ට ලබා ගන්න තිබු රැකියා අවස්ථා උසස් අධ්යාපන අවස්ථා නැති කරපු දේශපාලන අවශ්යතා අනුව දරුවන්ට වින කරපු උන්මන්තකයා විශාධියෙන් පෙලෙන කෙනෙක් මේ වගේ වගකිවයුතු තනතුරකට පත් කරපු අයටත් එක්ක නඩු පැවරිය යුතුයි
46,මහින්දගේ හෙවනැලි ඔවුන් අයින්කරානම් ගෙදරපල වදනොදි
47,තමුන්ගේ මිනිස්සු දාගත්තම වැඩේ ලේසියි
48,දැන් ඔය උපකුලපතිවරයා ව අයින් කරන්න කියපු අය නිහඬව ඉන්න එක වැරැදියිඑගොල්ලොත් න්ඩුවක්
49,හොරා කන්න එන්න දගලන හොර දේශපාලුවන්ගෙ සක්කිලි වැඩ
50,මයිනනගෙ ගූ ක්ස්න බල්ලෝ
51,අපේ අගමැතිනිය ට ජයවේවා
52,නිවන් සුව ලැබේවා
53,පරණ කටු කන බල්ලෙක්
54,කවුද බං අගමැති තුමියට නඩුවක් දාපු ගෝතයාහොරුන්ගේ ජංගි හෝදපු එකෙක් වෙන්න ඇති
55,ඔලුව ඉදිමුනු ගෑනියෙක් මේ අගමැති
56,කාලකණ්ණි රට හදන්න දෙන්නෙම නැහැ මුන්ට වෙන රාජ නැති එවුන්
57,යකෝ මුන්ට කොහොමත් රට හදන්න බෑ ඉන්දියාවටයි දෙමළුන්ටයි පු දිදී කයිය ගහනව විතරයි
58,අම්මපා ජෙප්පෝ එදා ඉදලම ඔහොම තමයි
59,දැන් අලුත් කටු නැහැනේද පරණ වියැලුනු කටු නේද දැන් කන්නෙ
60,මම ජෙප්පෙක් නෙවෙයි යකෝ ඔය කතා කියල මෝඩයෙක් වෙන්න එපා
61,ඔය කියන එකා මයිනගෙ හෙන්චයියෙක්
62,හිටපු හරක්ලවල හොඳ කාර්ය සුර දකෂ ගවයෙක් නාමිබෙක් දාල ගොඩ ගැනීමට අවස්ථාව
