id,text
75,මේ අප්පුහාමිට මතක නැහැ මෙ සෑමදේම කරන්ක ගියේ අවුරුදු ගානකට ප්රතම ඔය සහෝදරවරු උද්ගෝසන කර කර ඔය දේවල් තඩාකප්පල් කලාගොලුවො සමග ලොකුසාකච්චාවක්මට හොඳට මතකයි මෙ අයියල කරපුව කඩ වහපුව ට්රාන්ස්පෝමර් පුච්චපුව බැන්කු කඩපුව වීමෝල් ගිනිතියපුව මිනිසුන් අමු අමු මරපුව මගේ යහලුවෙක්ව මැරුවා නිමල් කියලා පස්සෙ කිව්වෙ වැරදිල කියල පව් මෙයාලපච මෝල්අනික් අය පාසැල් ලමුන් වගේ අහගෙන ඉන්නව මෙයා ගුරුතුමා කියාගෙන කියාගෙන යනවා
76,රට හොඳින් හදා ඉදිරියට යන්න දහිරිය ලැබේ වා
77,රට ඉන්න අයට බෑ කීවනෙ කපනව කීව
78,ජයවේවා
79,අනුර කුමාර දිසානායක දිනුම්
80,අනුර දිසානායක මැතිතුමා ජයවේවා
81,සියවස් ගණනක් අප දුටු සිහිනේ සැබෑකරන්නට මිනිසෙක් ආවා ජීවිතේ පළවෙනි සැරේට දේශපාලනයට කඩේ ගියෙ අපිගැන නෙමෙයි දරුවන්ගෙ අනාගතය ගැන හිතලා ඒක ගැන ඇත්තටම ආඩම්බරයි
82,පචම තමයි කියන්නේ මුං
83,තවමත්බෙිගල් අදිනවා
84,බයියෙක්ගෙ කමෙන්ට් එකක් හොයා ගන්න සෑහෙන මහන්සි වුණා බැරි වුනා
85,සටනෙ මාධ්යවේදීන් සෙට් එක කට වහගෙන අහගෙන හිටියමද කොහෙද
86,ඉස්සර ට කඩේ නොගිය ඒකට දුකයි දැන් පූර්ණ කාලීන කඩේ යනවා ජය වේවා බොස් එකෙන්ම විශ්වාසයි
87,සුරංග සහොදරය ඔබව නිහඩකර එක්ම කෙනා අපෙ ජනපති තුමා එ මොකද කතාවෙ පැහෑදිලි බව
88,දැනට රටේ තියෙන එකම ප්රශ්නය තැන තැන වෙඩි තියන පාතාලේ ඇච්චො ටිකයිකුඩුයි විතරයිනැත්නම් දැන් අපේ රටේ මිනිස්සුන්ට ලොකූ ප්රශ්න නෑ
89,අඩේ මේ සැරේ තමයි අපි ජන්දයක් දිලා තියෙන්නේ
90,ජනාධිපතිතුමනි කොළඹ නගර සභාව ගැන සොයා බලන්න සුද්ද කරන්නම ඕන තැනක්
91,මේ සන්වාදේ හොඳට ඇව්වොත් කියන දේ ගැන හරි යටම පටන් ගැනිමේදිම තේරේනවා හැම වෙලේම කවදාවත් මම මමත්වයක් නැහැ අපි අපේ කතාව පටන් ගන්නකොටම අපිට ආරාධනා කලාට ස්තුතියි එගේම නැතිව මට මම කියන දේ ඒ කට්න් කවදාවත් කියන්නේ නැහැ හැමොම එකතුවේලා හැම කේනාටම ඇහුන් කන් දිලා වැඩ කරන්න ජනාධිපති කෙනෙක් හිතන්න කවමදාවත් ම් මම මට කිය ව්මක් නැහැ සජිත් ඇම වෙලේම මම මට පුළුවන් එයා ගැන ව්තරයි
92,මාර මොලේ මේ ආකාරයට සිතන්න පුදුම මොලයක් බුද්ධිය අවංකව ලියන්නේ අප රටට ලැබුන යූවන් ඉපදිලා මටනමි කියන්න කරැනු නැත
93,ජනපතිතුමා යුක්තිය සාදාරනය ගැන කතා කරාට පෙර ජනපතිලා කරපු විදිහටත් වැඩ කරනවා මාලිමාවෙ හොරකම් නැති එක විතරයි වෙනස උසාවියෙන් සාදාරනව විභාග කර මරණ දඩුවම දුන්නම එදා වගෙම අදත් ජනපතිතුමා එම දඩුවම ක්රියාත්මක කිරීමට හරස් වෙලා නියම කරපු එල්ලා මරණ දඩුවම යුත්තිය වෙනුවෙන් ක්රියාත්මක කිරීමට ජනපතිතුමා අත්සන් නොකර ඉදලා බාදාවක් වෙලා එහෙම ඉදන් ජනපතිතමා නීති දඩුවම් ගැන මාධ්ය වල කතා කරනවා ජනපති එල්ලා නොමරා ඉන්න නිසා ඒ මිනිමරුවන්ගෙම අතින් මැරුණ අය කී දෙනෙක් රටේ ඇත්ද එක මිනිමරුවෙක් එල්ලුවොත් ජනපතිතුමාට අහිංසක ජීවිත කීයක් බේරගන්න හැකිද නමුත් ඇයි ජනපතිතුමා ඒ ජීවිත රකින්න පියවර නොගන්නෙ උසාවියට නීතියට අතගහන්නෙ නෑ කිය කිය ජනපතිතුමා උසාවියෙන් දෙන මරණ දඩුවම දීම නවතාගන සිටිනවා මාලිමා ප්රතිපත්තිය එවැනි නරක එකක් මාලිමාවට චන්දෙ දුන්නෙ අයුතු දීමනා බලාගන නෙමේ ඒ චන්දදායකයා බලාපොරොත්තු වෙන්නෙ බොරුකල නීතිය හරිගස්සන එක රට ගොඩගන්න ක්රමයක් හදන එක මේ රට යූරොපය වගෙ කරන එක නමුත් මාලිමා රජය පෙර ආණ්ඩු වල ගමනම තමා යන්නෙ නීතිය දඩුවම නැති රට දියුනූ වෙන්නෙ නෑ නමුත් කරනවා කියලා බොරු කියන්න හැකියි කුඩුමුදලාලිලා මිනි මරුවො පමනයි අද රටේ දියුනු වෙන්නෙ රටේ තරුණ පරපුර විනාශ වෙද්දි රටක් විතරක් හැදෙන්නෙ නෑ
94,ජනාධිපතිතුමනි ජයවේවා
95,අපේ හදවතේ ජනාදිපතිතුමා
96,ජීවිත කාලයටම සිටිය යුතු ජනාදිපති වරයෙක්
97,මෙතුමගෙ කතාව බලලා කමෙනට් බලනකොට ඇහැට කඳුළක් එනවාමාරම ගෙෘරවයක්ආදරයක් දැනෙනවා
98,නිහතමානි කමට ගරැකරනවා
99,කොමෙන්ට් කියවනකොට ඇහැට කදුලු එන අය කෝ
100,සෑම තත්පරයක්ම ඉතාමත් වැදගත් හරවත් කතාවක් මුලු පැය ම එකම එකෙන් අහපු අය කෝ
101,විරුද්ධ පක්ෂයෙ අය කකුලෙන් අදිනවාලු සියලුමදේ සිතනවා ලු මේ කාරයෝ පසුගිය අවුරුදු කාලයක් කලෙත් ඒකම නේද සියලුම දෙයට විරුද්ධ උනා විනාශ කලා ගිනි තිබ්බා ජනාධිපති තුමාට දැන්ද හොඳ නරක පෙනෙන්නේ
102,හැමවෙලේම ඕනම තැනක පැහැදිලිව උත්තරයක් දෙන එක ගැන මන් ආඩම්බර වෙනවා
103,මගේ දරුවාගේ ලමා ගිණුමෙන් රදවා ගැනීමේ බද්ද අය කර තිබුනා පොරොන්දු වූ පරිදි ඒ පිලිවද සියලු ලමා ඉතුරුම් පිලිබදව සොයා බලා නිසි කටයුතු කරීම සුදුසුයි කියා යෝජනා කරමි ඒ වගේම ඉතා හරවත් වැදගත් කරුණු සහිත මෙම සටන වැඩසටහන අගය කරමි
104,මෙන්න කතාරනිල් නෑමොල සජිත් අහල ඉගනගනිල්ලා බුදධිමත්ව කතාකරන රටාව අනේ ඒත් මොලේ නැති අයටනම් මෙහෙම කතා කරන්න බෑ ඒ නිසා කරන්න එපා පොලවේ පය ගහලා ඉන්න අවංක නායකයා මෙච්චරම තමයි
105,මගේ රටට දළදා සමිදු පිහිටයි
106,ජය වේවා ජවිපෙ
107,අපෙ එකාට බැරිනං සක්රයාටත් බෑ
108,මගේ වයස දැන් ක් මේ මනුස්සයා දැනට අවුරුදු කලින් මේ රටේ ජනාදිපති උනානම් අද මේ රට ලෝකේ ගොඩක් ඉස්සරහට ගිහින් තියෙයි අපේ ජිවිතත් මීට වඩා ලස්සනවෙනවා අනිවාර්යෙන්
109,එකම එක දුබලතාවයක් තියනවා ට කට වහගෙන ඉන්න කියන්න හානවා වෙන මොකුත් අවුලක් නෑ රටට ජය වේවා
110,බුද්ධිමත් නායකත්වය
111,වෙන ජනාධිපති යැයි කියන එකෙක් මෙතැනට ආවා නම් ෆයිල් මිටියයිකොළ මිටියයිවීඩියෝ ක්ලිප් ගොඩකුයි අරන් ඇවිත් අහන ප්රශ්නෙට යන්නේ කොහෙද මල්ලේ පොල් උත්තර දීලා යාන්තම් ජාමේ බේරගෙන යනවාමේ මනුස්සයා පුදුම යකෙක් අප්පාමෙච්චර පැහැදිලිව උත්තර දෙන ජනාධිපති කෙනෙක් ජීවිතේ පළවෙනි වතාවට දැක්කාමාධ්ය වේදි මහත්වරුත් බුදු බණ අහන පස්වග තවුසෝ වගේ හරි අපූරුවට අහගෙන ඉන්නවාඅපිත් එහෙමම අහන් ඉන්නේ
112,සමහර මාධ්ය හා මාධ්ය වේදීන් ඡනපති අනුරගේ සරල බව හා නිහතමානිකම ඉතා සහැල්ලුවට භාඡනය කරමින් ඡණපතිවරයෙකු ගෙන් නොවිමසිය යුතු කරැණු පවා විමසීමට කටයුතු කරන බව පෙනේ මීට ප්රථම රට කරවූ ඡනපතිවරුන් සමග එසේ කටයුතු කරන ලද මාධ්යවේදීන් සුදු වෑන්වලින් අතුරුදන් කිරීමට හෝ වෙඩිතබා ඝාතනය කිරීමට භාඡනය වූ බව මතක්කර සිටිමු ඡනපති ඇතුළු රඡය ප්රඡාතන්ත්රයට වැඩි වටිනා කමක් ලබාදී ඇති බැවින් එය අනිසිලෙස ප්රයෝඡනයට ගනිමින් මෙවැනි පහත් වැඩ වලින් වැලකී සිටින ලෙස ඉල්ලා සිටිමු ඡනපති අනුර දුගී ගොවි පවුලක ඉපිද දුගී ඡනතාවගේ හද ගැස්ම හොදින් දන්නා ඉතා හොද දැණුමක් හා මතකාවර්ඡනයෙන් පිරි කලින් ඡනපති වරැන්ට සමකල නොහැකි ඡාතියේ පිනට පහල වූ ශේෂ්ඨ්ය මානවයෙක් බව මකත් කරදෙමු
113,ජනාධිපති සහෝදරයා
114,සටන රෝස ආදරෙ
115,විමර්ශන වෙමින් පවතින අපරාධ නඩු ගැන නම් කරැනාකරල අහන්නම එපා ඔය කිව්ව ටික වුනත් පාදඩ මිනීමරැ හැතිකරේ විමර්ශන සියල්ල කඩාකප්පල් කරන්න සාක්ෂි විනාශ කරන්න සාක්ෂිකරුවන් විනාශ කරන්න තව තව ජඩකම් පාදඩකම් කරන්න ඉඩ තියනව
116,පැය බොක්කෙන්ම දුන්න බොක්කටම වැදුන සහෝදරයා
117,එල්ටීටීඊ පළාත්වල තිබුන රත්තරන් තොග ගැන රට පැනල ඉන්න සමන් කුමාර රාමවික්රමයි ශවේන්ද්ර සිල්වාගෙනුයි ඇහුවොත් හොදයි
118,අනුර තමා තුල ගොඩනගා ගෙන තිබෙන දේශපාලන ආර්ථික සමාජ දැනුම් පද්ධතිය මගින් සියලුම දේශපාලඤයන්ට එල්ල කරන්නේ තියුණු අභියෝගයකි ඒ කුමක්ද අනාගතයේ කවුරුන් හෝ රටේ නායකත්වය බාරගන්නට සිතනවා නම් ඔහු හෝ ඇය තුල කොපමණ පරාසයක විහිදුණු දැනුම් පද්ධතියක් ඔවුන් ගොඩනගා ගත යුතුද යන්නයි මෙය ඔහුගේම කදවුරේ ඊලග නායකත්වයට ගොඩනැගෙන චරිතය මෙන්ම විෂේශයෙන්ම විපක්ෂයේ නායකයන් එසේම තරුණ දේශපාලන ක්රියාකාරින් හොදින් තේරුම් ගත යුතු බව මගේ අදහසයි
119,කොහොමද පැහැදිලි කිරිම මධ්ය වෙදියො සිරැවෙන් නෙද
120,ආදරෙයි
121,ලැට් පෝච්චියට ටකරමට රැවටුන මිනිස්සු නෙමෙයි දැන් ඉන්නෙ ඒ නිසයි කාලයක් ගිහින් හරි නිවැරදිම නායකයා රටට පත් කරගත්තෙ මේක විශාල දේශපාලන පරිවර්තනයක් අනාගතය තුල නොමැකෙන නාමය
122,මේ පිතිකරුවාට පන්දුව යෝකර් එකක්දදග පන්දුවක් ද වේග පන්දුවක් ද අදාලම නෑපිච් එක තෙමිලද වේලිද අදාලම නෑ ඔවෑරේට බෝල ද ද කියලවත් අදාල නෑ මොන පන්දුවක් දැම්මත් දාන බෝලෙට හයේ පාරක් දෙනවා
123,ජනාධිපති
124,ජනාධිපතිතුමා පුලුවන්නම් මාස කට සැරයක් මේ සටන වැඩසටහන ට ගේන්න මොකද රට යන අත ආන්ඩුවේ වර්තමාන ප්රගතිය ගැන දැනගන්න මිනිස්සුන්ට දැනගන්න එතකොට ඔය දේශපාලන බංකොලොත් හාල්පාරුවෝ කොහොමත් වලපල්ලටම යනවා මොකද උන්ට සවන්දෙන අන්තිම සෙට් එකත් සත්ය දැනගන්නවා
125,බලයෙ ඉද්දිම අහන ප්රශ්න වලට උත්තර සපයන බුද්දිමත්ම නායකයා ඔබයි
126,සිතුවිලි උදා
