id,text
30,ඔලමොට්ටලයෙක් මොහුඔය දුමින්දයා මෙලෝ බලයක් වාචාලයාගේ චෝදනාත් සතයකට වත් ගණන් ගත යුතු සමඟ එල්ලිලා කවමදාකවත් එන්ඩ දෙන්නේ දන්නවාආයෙත් තක්කඩින් ගේ
31,රජයකට කිසිම දිනක ඉඩ නොදෙන බවත් දන්නවා එ නිසාම කාගේවත් වලිගයේ එල්ලෙන්ඩ චාන්ස් මේ කපේදී නොලැබෙන දන්න තරහින් වේදනාවෙන් බයිලා
32,ගහනවාමාළිමාව ඔය අරගලයට කලින් රට වටේම බිම් මට්ටම් ජනතාවට ක්රමය වෙනස් වශයෙන් වටා ගත්තා අවසානයේ නුගේගොඩදී පැවැත්වු ජන රැළියේදී සමස්ත
33,වාදීන් රජය බයට පත් උනාඒ ජනතාවගේ බලය රනිල් විදේශ බලවේග කාරීව අරගලය මුලදී විරෝධතාවයක් ලෙසයි නිද්රාශිලවයි පටන් ගත්තේ හොඳ පදමට
34,පදම් වටේට වෙලයි හිටියේඅරගලය උනේ අන්ත පරාජයට මිනීමරු අද්භූත වගන්තියකින් ජනාධිපති එකෙන් මාළිමාවට යම් කිසි පමා වීමක් උනාඅරගලය නොතිබ්බා මෙයට
35,පෙරයි බලයට වෙන්නේ නිසයි පත්වු චන්ද කල් දැම්මා වෙිිලා කරල වැඩක් ජනාධි පති තමනි මුල දගලනව වැඩිි අපට දැනුමිි දුන්න
36,ගල් කැටයක්වත් ගන්නඑපා කියල ්ඃ එත් නිතිය කියාත්මක මුන් එලවලා දමනු බලන්න මෙිිපාහරයා කියනකතාව ශ්රී ලාංකීය ජනතාවනී බොරුවට නොරැවටෙන්න පමණක්
37,ජනරැල්ල සියලුම ලාංකිකයින් මිටට අනුර ඇමතිවරු පත්කිරිමේදි වඩා සරලකිලාමත්ව විදෙස් ඇමතිකම වෙලද පොලිස් ආර්ථාක කටයුත් ැැමතිකම සදහා සුදුසුකම් විදෙශිය සභාවක
38,චතුර කතාකලහැකි ෑගත් දක්ශ පුද්ගලයාන් තෝරා ගතයුතු වෙයි ප්රතිවාදින් හදුන්නෙත්තිගේ කතෙව ගෙනහැර පාමින් පක්ශය වැට්ටවාමට සැරසෙයි එවන් අවස්ථාවාදිනට නොතැබිමට ක්රායා
39,කලයුතඅ සැබැ විප්ලව වාදි පාවා නුදඅන් පසුව පශ්චෙත් උපාධි විදෙස්වල ජිවත්වන හොද භාෂා ඤානයක් මහත්වරඅන් ඇත නොමග යැවිමට තැබිය නොයුතුය
40,පචම තොල් එල්ලා වැටිලා කතාවෙන් මිනිස්සු ඇන්ඳුවෙ අපෙදිපුත්කපලාතාමත්නැඑවෙලෙටහෙයන්කන්නෙවන්නටත්දිලා ඉතින් නල පද්දතියක් ගැහුවාම කොහොමද ටෙන්ඩර් වලින් අඩුම මිලට තෙල් ගන්නෙ එතකොට
41,හැමදාම ඉන්දියාවද ටෙන්ඩරේ දෙන්නෙ කියනව හිතා බැරි විදිහට ආදරෙයි ඔබතුමාට ලංකාවේ පලවෙනි වාතාවට දැක්කේ මෙහෙම පැහැදිලි කෙනෙක් සටනට අවෙත් දුන්නෙත්
42,ජෝකින් පාරක් දාලා සේප් වෙනවා මෙන්න වරයෙක් දීර්ඝායු තුනෙන් දෙක පාවිච්චි සහනයක් දියන් ගොනෝ හම්බුනානි අපිත් චන්දෙට කරා කවදද නිශ්පාදන
43,ආර්ථිකයක් හදල හිඟන කමෙන් ගලවගන්නෙ ඡන්දය දීලා රටක් කොනට කැම්රි කිරිල්ලක්නෙ මෑන්ස් කාලෙ යකඩෝ දැං අනුරම ද හිටියෙ හිතෙනව කුමාර
44,දිසානායක අතිගරු තුමාට දීර්ගායුශ ලැබේවා නීරෝගීම රජයෙන් දැනෙන්න ලැබුන සහන මොනවදඅංක පිලිවෙලට පහලට කොමෙන්ට් ඇත්තම දාන්න නොදා ඇයි ෂෝට ඇතුලේ
45,ඉත්තෑවො දුවනවද සහෝදරයගෙ වියමන අවුරුදු ඉවරවෙන්න වියල ඉවරකරගන්න වුනොත් ලොකු ශක්තිය අති ගරු ජනාධිපතිතුමාට ගොඩ වාසනාව සජිත් විපක්ෂයේ මල් පොන්නයින්
46,වද ජනපතිතුමනි හදනවනං අර වපුරන කටවල්නං වැහෙන්න ජනතා මතය වුනේ මේවට ඇතැම් මාධ්ය ත් සම්පූර්ණයෙන්ම වගකිව සොයා කියවන අයට තියන
47,නඩු එලියට බැරිද හයකට වරක් ජනාධිපතිතුමාව වැඩසටහනට කැඳවන්න රැදවුම් බද්ද ඉවත් අප්පුහාමිට මතක මෙ සෑමදේම කරන්ක ගියේ ගානකට ප්රතම සහෝදරවරු
48,උද්ගෝසන දේවල් තඩාකප්පල් කලාගොලුවො ලොකුසාකච්චාවක්මට හොඳට මතකයි අයියල කරපුව කඩ වහපුව ට්රාන්ස්පෝමර් පුච්චපුව බැන්කු කඩපුව වීමෝල් ගිනිතියපුව මිනිසුන් අමු මරපුව
49,මගේ යහලුවෙක්ව මැරුවා නිමල් පස්සෙ කිව්වෙ වැරදිල මෙයාලපච මෝල්අනික් ලමුන් අහගෙන ඉන්නව මෙයා ගුරුතුමා කියාගෙන හොඳින් හදා ඉදිරියට දහිරිය ලැබේ
50,වා බෑ කීවනෙ කපනව කීව දිනුම් මැතිතුමා සියවස් ගණනක් අප දුටු සිහිනේ සැබෑකරන්නට මිනිසෙක් ආවා ජීවිතේ පළවෙනි සැරේට දේශපාලනයට ගියෙ
51,අපිගැන දරුවන්ගෙ අනාගතය හිතලා ඒක ඇත්තටම ආඩම්බරයි කියන්නේ මුං තවමත්බෙිගල් අදිනවා බයියෙක්ගෙ කමෙන්ට් හොයා සෑහෙන මහන්සි වුණා වුනා සටනෙ මාධ්යවේදීන්
52,සෙට් කට වහගෙන හිටියමද ඉස්සර නොගිය ඒකට දුකයි පූර්ණ කාලීන ජය බොස් එකෙන්ම විශ්වාසයි සහොදරය ඔබව නිහඩකර එක්ම කෙනා අපෙ
53,මොකද කතාවෙ පැහෑදිලි දැනට තියෙන ප්රශ්නය තැන වෙඩි පාතාලේ ඇච්චො ටිකයිකුඩුයි විතරයිනැත්නම් ලොකූ අඩේ සැරේ ජන්දයක් දිලා තියෙන්නේ ජනාධිපතිතුමනි කොළඹ
54,නගර සභාව සුද්ද කරන්නම ඕන තැනක් සන්වාදේ ඇව්වොත් දේ හරි යටම ගැනිමේදිම තේරේනවා හැම වෙලේම කවදාවත් මම මමත්වයක් කතාව ගන්නකොටම
55,ආරාධනා කලාට ස්තුතියි එගේම කට්න් හැමොම එකතුවේලා කේනාටම ඇහුන් කන් හිතන්න කවමදාවත් ම් කිය ව්මක් ඇම එයා ව්තරයි මාර මොලේ
56,ආකාරයට සිතන්න පුදුම මොලයක් බුද්ධිය අවංකව ලියන්නේ යූවන් ඉපදිලා මටනමි කරැනු නැත ජනපතිතුමා යුක්තිය සාදාරනය කරාට ජනපතිලා විදිහටත් විතරයි වෙනස
57,සාදාරනව විභාග මරණ දඩුවම දුන්නම වගෙම එම හරස් නියම යුත්තිය වෙනුවෙන් නොකර ඉදලා බාදාවක් ඉදන් ජනපතිතමා දඩුවම් වල නොමරා මිනිමරුවන්ගෙම
58,අතින් මැරුණ කී දෙනෙක් ඇත්ද මිනිමරුවෙක් එල්ලුවොත් ජනපතිතුමාට අහිංසක ජීවිත කීයක් බේරගන්න හැකිද නමුත් රකින්න පියවර නොගන්නෙ නීතියට අතගහන්නෙ දීම
59,නවතාගන ප්රතිපත්තිය එවැනි නරක මාලිමාවට චන්දෙ අයුතු දීමනා බලාගන නෙමේ චන්දදායකයා බලාපොරොත්තු බොරුකල හරිගස්සන ගොඩගන්න ක්රමයක් හදන යූරොපය වගෙ ආණ්ඩු
60,ගමනම තමා දියුනූ හැකියි කුඩුමුදලාලිලා මිනි මරුවො පමනයි අද දියුනු තරුණ පරපුර විනාශ වෙද්දි විතරක් හැදෙන්නෙ හදවතේ ජනාදිපතිතුමා කාලයටම සිටිය
61,ජනාදිපති මෙතුමගෙ බලලා කමෙනට් බලනකොට ඇහැට කඳුළක් එනවාමාරම ගෙෘරවයක්ආදරයක් දැනෙනවා නිහතමානි කමට ගරැකරනවා කියවනකොට කදුලු එන සෑම තත්පරයක්ම හරවත් කතාවක්
62,මුලු පැය අහපු පක්ෂයෙ කකුලෙන් අදිනවාලු සියලුමදේ සිතනවා පසුගිය කාලයක් කලෙත් ඒකම දෙයට කලා ගිනි තිබ්බා දැන්ද පෙනෙන්නේ හැමවෙලේම ඕනම
63,තැනක පැහැදිලිව උත්තරයක් මන් ආඩම්බර දරුවාගේ ලමා ගිණුමෙන් රදවා ගැනීමේ තිබුනා පොරොන්දු වූ පරිදි පිලිවද සියලු ඉතුරුම් පිලිබදව බලා නිසි
64,කටයුතු කරීම සුදුසුයි කියා යෝජනා කරමි ඉතා කරුණු සහිත වැඩසටහන අගය කතාරනිල් නෑමොල ඉගනගනිල්ලා බුදධිමත්ව කතාකරන රටාව අනේ ඒත් මොලේ
65,අයටනම් පොලවේ ගහලා අවංක නායකයා මෙච්චරම සමිදු පිහිටයි ජවිපෙ එකාට බැරිනං සක්රයාටත් වයස මනුස්සයා උනානම් ලෝකේ ගොඩක් ඉස්සරහට තියෙයි ජිවිතත්
66,මීට ලස්සනවෙනවා අනිවාර්යෙන් දුබලතාවයක් තියනවා හානවා මොකුත් අවුලක් බුද්ධිමත් නායකත්වය යැයි එකෙක් මෙතැනට ෆයිල් මිටියයිකොළ මිටියයිවීඩියෝ ක්ලිප් ගොඩකුයි අරන් ඇවිත්
67,අහන ප්රශ්නෙට යන්නේ මල්ලේ යාන්තම් ජාමේ බේරගෙන යනවාමේ යකෙක් අප්පාමෙච්චර වතාවට දැක්කාමාධ්ය වේදි මහත්වරුත් බුදු බණ පස්වග තවුසෝ අපූරුවට ඉන්නවාඅපිත්
68,එහෙමම අහන් සමහර වේදීන් ඡනපති අනුරගේ සරල නිහතමානිකම සහැල්ලුවට භාඡනය කරමින් ඡණපතිවරයෙකු ගෙන් නොවිමසිය කරැණු පවා විමසීමට පෙනේ ප්රථම කරවූ
69,ඡනපතිවරුන් මාධ්යවේදීන් සුදු වෑන්වලින් අතුරුදන් වෙඩිතබා ඝාතනය මතක්කර සිටිමු ඇතුළු රඡය ප්රඡාතන්ත්රයට වැඩි වටිනා කමක් ලබාදී බැවින් අනිසිලෙස ප්රයෝඡනයට ගනිමින්
70,මෙවැනි පහත් වැලකී සිටින දුගී ගොවි පවුලක ඉපිද ඡනතාවගේ හද ගැස්ම හොදින් දන්නා දැණුමක් මතකාවර්ඡනයෙන් පිරි වරැන්ට සමකල ඡාතියේ පිනට
71,පහල ශේෂ්ඨ්ය මානවයෙක් මකත් කරදෙමු සහෝදරයා රෝස ආදරෙ විමර්ශන වෙමින් පවතින අපරාධ කරැනාකරල අහන්නම කිව්ව ටික වුනත් පාදඩ මිනීමරැ හැතිකරේ
72,සියල්ල කඩාකප්පල් සාක්ෂි සාක්ෂිකරුවන් ජඩකම් පාදඩකම් තියනව බොක්කෙන්ම බොක්කටම වැදුන එල්ටීටීඊ පළාත්වල තිබුන රත්තරන් තොග පැනල සමන් රාමවික්රමයි ශවේන්ද්ර සිල්වාගෙනුයි
73,ඇහුවොත් තුල ගොඩනගා ගෙන තිබෙන ආර්ථික දැනුම් පද්ධතිය මගින් දේශපාලඤයන්ට තියුණු අභියෝගයකි කුමක්ද අනාගතයේ කවුරුන් බාරගන්නට ඔහු කොපමණ පරාසයක විහිදුණු
74,පද්ධතියක් යුතුද යන්නයි මෙය ඔහුගේම කදවුරේ ඊලග නායකත්වයට ගොඩනැගෙන චරිතය මෙන්ම විෂේශයෙන්ම නායකයන් එසේම ක්රියාකාරින් තේරුම් අදහසයි කිරිම මධ්ය වෙදියො
75,සිරැවෙන් නෙද ලැට් පෝච්චියට ටකරමට රැවටුන ඉන්නෙ නිවැරදිම කරගත්තෙ මේක පරිවර්තනයක් නොමැකෙන නාමය පිතිකරුවාට පන්දුව යෝකර් එකක්දදග පන්දුවක් වේග අදාලම
76,නෑපිච් තෙමිලද වේලිද ඔවෑරේට බෝල කියලවත් අදාල දැම්මත් දාන බෝලෙට හයේ පුලුවන්නම් සැරයක් ගේන්න අත ආන්ඩුවේ වර්තමාන ප්රගතිය දැනගන්න බංකොලොත්
77,හාල්පාරුවෝ කොහොමත් වලපල්ලටම සවන්දෙන අන්තිම එකත් සත්ය දැනගන්නවා බලයෙ ඉද්දිම සපයන බුද්දිමත්ම ඔබයි සිතුවිලි උදා කොටස් වසයෙන් බැලුවේ ඉවර කාලෙත්
78,එක්ක මදිද තරම් පොඩි තුළ ස්තාවර බලාපොරොත්තුවක් දීල ජනධිපතිතුමනි ලස්සන පොහොසත් හදන්නට සියළු ධෛර්ය නිරන්තරයෙන් වෙනකම් කාගෙවත් ඇහුවෙනෑ මනුස්සයාගෙ වචනයක්
79,ස්කිප් බලනව ජානාධිපති තුමනි චිරන් ජයතු ගමේ කුඩු විකුනන්න හරිම ආසයි එකට අවදියේ කෘර මරාදමපු ආදරණිය රොහණ විජේවිර සහොදරයා ගමනායක
80,සගයන්ගේ මිනිමරුවන්ට එරෙහිව වහා මිය ඇදුනු අවංකත්වය කැපවීමි ගොඩනැගුන විශ්වාසයයි තැබුවේ කල්පනා කරන්නෙ මනුස්සයගෙ මොලයේ ධාරිතාව කොච්චරක්ද ජොලිසීයයි මෛත්රියයි සාටකයොයි
81,දිව චන්ද්රිකායි දිවයින් බලපල්ලා කොලේ බලාගෙන මහින්දය විශේෂයි සාර්තක මාරම සතුටුයි මනාපයට ඔබතුමා ජේසු බයියෝන්ට ජොබ් මාමගේ නැන්දගේ ගෝඨාභය මෛත්රීපාල
82,චන්ද්රිකා ආවානම් අනාගන්න හැටි කොහොම වෙයිද උන්නම් බලයේ ඉද්දි කීයටවත් එන්නෙත් දෙන්නත් ගොන්කතා කියයි ගැන්ම ආයේ විපක්ෂයට දෙන්නේ මෙවන් අහිමි
83,කරගන්න හිතනවනම් එ් පතපු අවංනවම නායනයා සටහනකට සජියා ආවොත් පිළිතරු ලැබෙයිද ටිකකලකට ලැබුනානම්අද කොතනද ඔහොම කවුද සිහිනය ඇහුවා අනිවාර්යයෙන් එකකටවත්
84,සම්බන්ධ ඇමැති අමාත්යාංශයක් තියෙනවා ප්රශ්නයක්ම මගහරිනව ශුවර් ඒකටම අහන්න කතිරය හරී අතට තිතට ගේ අර්ථ බොහෝ දැන අනිත් රූපවාහිනී නාලිකා
85,වලටත් විකාශය සලස්වන්න දගලන දැගලිල්ල දැක්කම රටින් පිටවෙලා මෙික ඉින්න තනි ඇඩෙනවා සර් දීර්ඝ ආයු නියමය ඉන්නත් පැහැදීමක් නායකයක් ලගින්
86,තියන්න ස්තුයි ලොක්කට වතුර වීදුරුවක්වත් තියපල්ලා කොල්ලනේ පුතානෝ කජ්ජ මයින හිටං චව්රරැජිනි මුන්ට හැරෙන්ඩවත් මමත් කතාකරනව පිලිතුරු පැහැදිලියි නිවේදකට දෙපාරක්
87,තියන්නෙනෑ දෙනව ගනනක් දැකපු සැබෑඋනා ජයයවේවා ජනාදිපතිතුමාට ඩබෙල් පොකෙට් කාරයාට ජතතාවට මෙතුමාගේ දැනුමයි මතකයයි ගැනකොළයක්වත් බලන්නෙ නෑහැම පුශ්ණයකටම පිළිතුරැ විග්රහයනම්
88,විශ්මිතයක්අනාගතයේදි සෞභාග්යයමත් වෙන්න වැඩපිළිවෙල විශිෂ්ටයි මෙතෙක් අසාධාරණ බදු ක්රමයට අහුවෙලා හිටියේ ඒකෙන් නිදහස් වශයෙන්ම ඔබට බැංකුවෙන්ම බද්ධ නොගැනීම මහත් දීර්ඝායුෂ
89,ලැබේවාඔබතුමා කැප කිරීම් වෙවා මුන්ගෙ මලහෝන්තුවේ විඩියෝ ගන්නම විනාඩි විතර ගොබ්බ චැනල් නං ෂෝක් නේ කටපුරා චරිතයක් බාලාපොරොත්තු උන ව්දියටම
90,එඅක සැකයක් තැනකට පළමු පුරවැසියා කරවන්න චන්දය පහළ උනු නායකයින්ට ගව් ගානක් ඉස්සරහයින් ලඟ එදත් හිටියා හෙටත් සහතිකවම හදේ සදාකාලික
91,වගේදැඩි තීන්දු ගන්ඩ තුමණි ලේ උරුමයෙන් අවේ හැඩුවේ දක්ෂතාවයෙන් උරුම පමණි අනුප්රාප්තිකයා කවුරු වේවිද දන්නේ අනුප්රාප්තික ඊළග මහතා දක්ෂයෙක් විය
92,යුතුමයි ඔබතුමාගෙ දැනුම ගබඩාවට හිස නමා ආචාර කරමිඑදා මෙදා තුර ජනපතිවරුන් අතරින් දැවැන්තම ඔබයිදීර්ඝායුෂ ආදරණීය ඔබේ කැපකිරීම් හදවතින්ම අනිවාර්යයෙන්ම චිරාත්
93,ඉතාම මාවත හැර වෙනත් විකල්ප කිසිවක් දෙනාම එකාවන්ව ගොඩනැගීමට ප්රමුඛ අක්තිමත්ව පෙල ගැසෙමු අනාගත දරුවන් දීපු බුදිධිමතෙක් වීම වටිනවද කැපවීම
94,දෛර්යඅරමුණ ඉටුවන තෙක් අත්නොහැරීම ජීවමාන උදාහරණය අවබෝධය නිරවුල්කමමතකය පිළි වෙළ සාර්ථකයි ලංකා මාතා මැරෙනකම් සතුටක් ලබනවා දරදිය ඇද්ද කොන්ද ප්රශ්නයකට
95,කෙලින් ලංකාවට හොඳම නායකය හැමෝම ඔබතුමාටත් රටටත් හදනවා ස්ථිරයි සදා වැජබෙවා කයිවාරු සෙවලයා සට්ටැඹි රාළලාඉදකින් ගඳ හිවලි කැලේට දිනනව ලොවෙත්
96,කයියනායක ඉරිසියයි අශෝක ඩයස්ට වැඩිය වෙලේ පඹය හොදයිනොදකිං පගරනැට්ටා බ්රහ්මදත්ත ඇත්තමටම කිව්වොත් මෙහෙවරක් බැලුවොත් පේනවා හය දෙනා අහන්නේ ඇතුළත සමාජයෙන්
97,ආපු චෝදනා මැතිවරණයට ඡන්දේ ටිකේ හොරුන්ගේ අහලා ආණ්ඩුව සැකයකින් අවිස්වාසෙකින් වෙලාවක හැමදේම මවාපෑම් සිදුවීම් තත්ත්වය මේකයි ජනාධිපතිතුමාගේ කටින්ම සලස්වලා චන්දයකටම
98,පාරට දරන වෑයම වචන පත්කරගත් හොදම ආඩම්බරයක් ඔප්පු යනව කන්ඩායම මේරට හදනව මයෙ නිල් මැණික මල්ලියේ උබ දෙවියෙක්ද මනුස්සයෙක්ද නොදනිමි
99,උබව ලෝකෙට දායාද අම්මත් අප්පච්ච්ත් මතු භවයේ බුදුන් දැක නිවන් සුව දකිනවා නැන නුවන අනන්තයක් කොලයක් බලන් නැතුව මල්ලී ඇවිදින
100,ව්ශ්වකෝශයක් රත්තරං ඇස්දෙක කදුලින් තෙත්වෙලා කැනඩාවේ මගෙ මිත්රයා නොහැකිය සම්භාරයක් හිමි නායකයෙකු සතු භාග්යක් ආවනම් පිළිතුරු නෑඅනිත් උන්ගෙ මෝඩයෙක් හිනා
101,වෙවි ඉදීවි තෙරැවන් සරණයි ජීවත් හැඟෙනවා තෙරුවන් ඩොම්බි සුරංගයානේ එතනින් ඉඳගනිං මෙදාතුර ජා පෙ ඵොට්ටුවෙ ස බෙ අම්බරුවො බලපල්ල මේන්
102,නායකයෝ ආසයී ස්තුති ලැබීම වාසනාවන්ත වේවාමගේ මුල් ආශීර්වාදයයි සංවාදය අසමින් සිටිමි මොකක්ද මහත්තයෝ තුමාලා බයිලේ මිනිස්සුන්ගේ කාලය නාස්ති කරන්නදැන් සිටියා
103,මියුසික් ඉන්නද තිබුණු ගව්රවය කෙලෙසන්න බලහන් තරහ මහත්තුරු දෙන්නම බැලුවනම් කොමන්ට් දාල කොයි කෙනෙක්ද ලියනකොට ජිවිතේ උපදෙස් ටිකක් තිබ්බානම් ඇස්
104,දෙකින් දකින්න පිනක් කවදාකවත් සාකච්ඡා බලලම ෆිල්ම් බැලුව සිහියක් හිටියදා ඉන්නවදඅපේ පුස්තකාලයක් විනාශකාරිත්වය ප්රාර්ථනා ජාතියක් අවස්ථානුකූලව ආකල්ප හොදක් අකමැති වලපල්ලට
