Index,Sinhala Comment
97,පුටු රත් කරන්න මෙතනට එන්න
98,අනුර කුමාරගේ බිරිද ඔය ගෑනි
99,සජබෙ ප්රසාද් ටියුෂන් ගුරුවරය තමයි පිස්තෝලයක් ඕන කියලා ජන්දෙට කලින් සටනට ඇවිත් කීවේ පොරද දන්නෙ නෑ සෙල්ලම් පිස්තෝලෙන් උඩට වෙඩි තිබ්බේ සජබයියන්ට සුරංගලා පේන්න බැරි වෙලා
100,ඔය පිටිපස්සෙ කෑ ගහන එවුන් ටික නැතුව ඕක කරන්න බැයිද
101,සටන වැඩ සටහන තමයි අපි කැමැත්තෙන් බලන්නෙ
102,සිරසෙ උන් හිතන්නේ තවමත් ආන්ඩු කරන්නේ පරන උන් කියලානලින්දගෙන් අහන්ඩ ඔන ප්රශ්න උන් අහන්නෙ පොහොට්ටුවේ අයගෙන්අනෙ මන්ද සිරස
103,නලින්ද ජයතිස්ස මොන රෝහලේද සේවය කලේ
104,මන්ත්රී තුමාගේ එකට මගේ උපහාරය
105,මුංගේ පස්සේ එන මෙවුන්ට තලන්න ඕනේ බූවල්ලට භූ තවරලා මේ කාලකන්නි පස්සේ ඇවිල්ලා ජය වේවා ජය වේවා කියන උන්ට තලන්න ඕනේ ඔක්කොටම ඉස්සර වෙලා
106,මේක ජරාවක් දැන්
107,මුජිබර්සරලව ගත්තොත් අපි ලමයෙක් හදනව ඉතාම ආදරෙන් ඌ වැරදි කරනවනම් ගහනවා බනිනවා ඒ හදාගන්න මිසක් උගේ අනාගතේ වරදී කියන බයට මිසක් ඌ දරු කමෙන් අයින් කරන්න නෙවේ ඒක තෙරුම් ගන්න මේ ආන්ඩුව ජනතාවගේ ආන්ඩුවක් අපිට පිස්සු නෑ සජිත් වාගේ පිස්සන්ට රනිල් වගේ විකුනන් කන මිනී මරුවන්ට මහින්ද වගේ හොරුන්ට මේ රට පාවාදෙන්න
108,එක්සත් ජාතික පක්ශේ එකාට සිංහල තෙරෙන්නෙත් නෑ
109,ජයවේව මුජිබර්
110,සංජීව මුජිබර් කට උත්තර නැති වෙන්න හා ගත්තා බලය තියෙනකොට රටෙ ප්රශ්න යට ගහල සාක්කු පූරවගත්තු දේශපාලන හොරු මාස දි මාලිගාවෙන් සාධාරණය බලාපොරොත්තු වෙනවා සමහර ගොන්නූ ඒක තේරුම් ගන්න බැ උගත් බුද්ධිමත් මාධ්යවේදීන්ට අසත්ය ලොවට ප්රකාශ කිරීම සඩාරන නැ ප්රභූන් නැති දූප්පතුන් වෙනුවෙන් අමාරුවෙන් බිහි කර ගත් මාලිමාව වටා බූද්ඩ්මත් ජනතාව සැමදා එක මිටත ජයවේවා
111,වනාතවිල්ලුවේ අහුවුණා පුපුරන ද්රව්ය ගැන පරීක්ෂණ යට ගැහුවේ කවුද
112,ඉන්දියාව එක්ක ගහපු රහස්ය ගිවිසුම් ගැන කිසි කතාවක් නෑ
113,අනේ ඔයා කොමා වෙලාහිටියද එ කාලේ රනිල් මහින්ද ඉන්දියාව එක්ක ඩිල් දාද්දිඑදාත් ඔයා මෙ විදියට කතා කලාද
114,සුරංග උස්සල උස්සලා දෙනවා
115,නලින්ද කටින් ද දන්නෙ නෑ පාස්කු ප්රහාරය ගැන කියන්නෙ එයාලගෙ නීතීන්ය සහරාන් ඇප පිට එලියට ගත්තු ඒව එයාලගෙ ලැයිස්තුවෙන් එන නානගෙ ළමයි බෝම්බ පුපුරවගත්තු ඒව ඒකාලෙ ඒව විමර්ශනයකල රන්ජන්ගෙ හඩපටවල ඉන්න අදටත් ඒ අයම ඒ ගැන කොමිසම් වාර්තා ක්රියාත්මක කරන අය ඔක්කම ඒ පක්ශෙ අය ඉස්සෙල්ල ඒව බලපන් නලින්ද ඊටපස්සෙ පාස්කුව ගැන කතාකරපල්ල
116,ඔමායට දෝදුද බන්
117,රටේ ප්රශ්න අමතක කරන්න ලොලු සුරන්ග ගහන පදේට මේ හරක් දෙන්න නටන කැත
118,ලොක්කාගේ හොර ගෑනිද මෙ ගෙදර මිනිහ නෙමෙයි මෙ ඔ
119,පිස්තෝලය ගෙනාවෙ අර නලුවා නේද
120,ඔයා ගැනුන්ටත් බයයි නේ
121,සිරස කියන්නේ ගණිකා මාධ්යය
122,සියලුම විපක්ෂයෙ උදවිය මෙි කාලකන්නි පාදඩ වසල නාලිකාව වර්ජනය කරන්න
123,සුරංග කියන එකා රෙද්ද උස්සන් ආන්ඩුවට කඩේ ගියා දැන් කෙල විලා ඉන්නෙ
124,දැන් මාලිමාවේ අවගමනය ආරම්භ වෙලා තිබෙන බව ඇයගේ හැසිරීමෙන් මොනවට පැහැදිලි වෙනවා ඒ වේදනාව ඔමායාගේ නිරුවත පෙන්වීමෙන් ඔප්පු වුනා
125,නියමයි සංජිව මැතිතුමනි ඔය ඔමයා උමායට හොදට දුන්නා බැටය වට්ටි අම්මා
126,එදිරිමාන්නලාගෙ මයින්ඩ් එක පුකෙන් වනුගාවන්න ඕන
127,සිරසට බැරි වුණා නලින් ගෙන් ගැන ප්රශ්න කරන්න සිරස තනිනරම පාක්ෂික බව හොදට තහවුරු වෙනවා
128,නියතයි ජය උබලා මොනා කිවුවත්
129,ජයවේවා
130,සුරන්ගයි උමායයි නම් ගු ගොඩවල් දෙකක් මොනව උනත් මේ සන්වාදයෙ සාර්තකම කරුනු දැක්විම දැක්කෙ සන්ජිවගෙ විතරයි
131,ඇත්ත මුජිබර් අජිත් මාන්නප්පෙරුම සුරංගටයි ඔමායටයි ඕන විදිහට ආතල් දුන්නා
132,බයි මොලේ
133,මේ තරම් මිනිස්සු අන්ද වෙලා පොහොට්ටුවෙන් පොහොට්ටු අලියො ටෙලිෆෝන් ඇති දැන් ඇස් ඇරපියව් ඉස්සරහට පලයවු
134,අන්දවෙලා ඉන්නෙ උබල චන්දෙ දුන්නට කියන කියන හැම බොරුවම පිලිගන්න තරන් ගොබ්බයො නෙවෙයි අපි
135,දේශපාලන සංවාද කියන්නෙ බොරු තමා යථාර්ථවාදීව ඉස්සරහට යමු කාලය දෙමු
136,සිරස කඩේ යනවා නෙමේ තොපේ බයි ගතිය අඩු කරගනිල්ලා තොපේ හොර නාකි මයිනගෙ ගොට්ටො ඇවිල්ලා ඉන්නෙ උන්ව හුරතල් කරලා ප්රෂ්න ඇහුවනම් බයියො සතුටින් ඔය සංජිව කියන පරයා අපේ ගම් වලට ඇවිල්ලා බොරු පොරොන්දු දීලා ගියේ දැන් ගමකටවත් යන්න බෑ මුන්ට කලුතර අපි දන්නවා මේ කාලකන්නි නටපු නැටුම්
137,මාධ්යවේදීන් ලූ
138,මේක මාර වැඩසටහනක්නෙ යකො නලින්ද නෙමෙයි ජාජබෙන් ඇවිත් ඉන්නෙ සතුටු සුරනගයි වට්ටි අම්මයි මාර මාද්ය මේවා රෙදි ඇදන්ද ඉන්නෙ
139,ඉස්සර සිරිසට ආදරෙයි දැං තුම්මුලස් එක පේනකොට හිරිගිතයි
140,මාලිමාව පචවලට සිරස අහුවෙලා ලැජ්ජ ලැජ්ජයි
141,ඔමයා කියන ගැණිට මහ උද්දච්ච මොඩ ගොන් ගැණියෙක් එකේ එකක් දැම්මොත් එයටා විරුද්ධව පස්කු වගේ දෙයක් කරන්න හදනවා කියලා ඇතුලට දානවා කියලා මිනස්සුන්ට තරජ්ජය කරනවා හරියට එකි හිතානා ඉන්නේ එකි ජනාධිපති වගේ
142,සුරංගයි ඕමායයි මුළු සිරසම කනවා
143,මාලිමාවේ හිගන ඩෝබියෝ ටික ඉන්නාවා සටනේ නිවේදකයෝ වගේ
144,තොපේ මහා එකා රට සුරපුරයක් කරලනේ දුන්නේතව කාපන් තණකොළ
145,මාලිමාවේ ඩෝබියෝ ටික ඉන්නේ සිරසේ
146,පච උන එකද
147,සංජීව
148,කොහෙද වලපල්ලට
149,සිරස දැන් සුදාගෙ යුටියුබ් චැනල් එක වගෙ තව ටිකයි තියෙන්නෙ කුනුහරුප කියන්න
150,අඩේ පොහොට්ටුවේ එකම එකා යාන්තම් ලකුණු රැස් කරනමේකාව රැක ගනිල්ලා ආන්ඩුවට කෙලින්න කලින් නාමල්ට වඩා හැමදාමත් නෙක්ස්ට් ලෙවල් මේ එකම රැකියාවේ යෙදෙන අයගේ වලියක් ලමායී මේ හැමෝම වැඩේ අවසානයේඑකට කා බී සතුටින් විසිරී යයී අපේ උං හතරකට බෙදී මරාගනී
151,මැදිරිය මොකක්ද සුරන්ග අදිකරනයට ඇවිත් වෙඩිතියන රටක්නෙ බිහිවෙල තිය්ර්න්නෙ
152,මීට කලිනුත් වෙලා තියෙනවා ඕන තරම්කලින් ආන්ඩුව වලට වඩා මේ ආන්ඩුව හොදයි
153,සුරංග ඕවද ප්රශ්න
154,එකතුවෙලා ආවත්වෙනම ආවත් හොරු හොරුම තමා
155,සිරසට පුළුවන් නම් නාරද සහ තනුජගෙන් ඔමායාට සහ සුරංගට ටියුෂන් එකක් දෙන්න නැත්නම් දෙන්නටම එළවළු කඩයක් සහ මාළු කඩයක් අරින්න හොද ආදායමක් හම්බෙයි නැත්නම් රබුටන් කන්නයේ මල්වානට එන්න දෙන්න රිලව් එලවන්න කියාපු දෙන්නා
156,අපැහැදිලියි
157,මුන් දෙන්නා හොදයි මාළු විකුණන්න මීගමුවේ මාළු මාර්කට් එකට ඇරියානම් ඇරලම උගන්නලා ගනිවි
158,කවුද කිවුවෙ රනිල් මහ බැන්කු හොරා කියලා අපිද කිවිවෙ
159,සිරස එළ කියන්න හේතුවත් චුට්ටක් කියන්නකො
160,තාම මෙ මහත්තුරුන්ට තාම ලැජ්ජා නැතුව කියවනවා මැයි අනිවර්යෙන් මාලිමාවට ජයම ජය මැයි මොකද වෙන්නෙ බලමු
161,ඉස්සර ආදරෙන් බලපු සිරස දැන්නම් අන්තිමයි අප්පිරියයි
162,සංජය උඹ ඉස්කෝලේ ගියාද උඹලා දැන් මිනිස්න්ට දෙන්න කියන සහන උඹලා නුදුන්නේ මොකදඒව කරා නම්දැන් මෙි ආංඩුව එන්නෙත් නෑ උඹ නම දේසපාලන අදබාලයෙක්
163,උඹත් ඒ වගේමයි
164,බයි පැටියෙක්
165,රාජාංගණේ හාමුදුරුවන්ගේ පිහිටයි සතුටු සුරංගට සහ ඔමායට
166,මේ පාර මාලිමාවට ශුවර් නැහකියපු දේවල් වල හැටියට
167,සුරංග ඔමයා බලන්න ඔයාලා කරන වැඩ මෝඩ සජිත්ගෙයි මජර පොහොට්ටු බත් වැලයෝ මෙතන වැලෙලෙනවා පව්
168,ගණිකා සුරංග ආණ්ඩුවේ නියෝජිතයාගෙන් ප්රශ්න අහන විදිය මරු මාධ්ය වෘත්තීය ගණිකා වෘත්තීයේ යොදවනවට වඩා පර අයිනෙ රෙද්දක් එලාගෙන හිගාකන එක නම්බුකාරයි ඩෝපි ඔමායටත් අදාලයි
169,සුරංගය කොහෙද ඕයි හැංගිලා හිටියේ
170,මුන් සෙල්ලම් පිස්කෝලගැන කතා කරන්නේ උන්ගේ අතීතය මතක නැතිවද හැමදාම ආණ්ඩු පෙරලන්න ආවේ පොලීසිවලට ගහලා ඒවයේ අවි ආයුධ පැහැරගෙන උමාය නම් කොවිලේ එකියක්නේ මේ ගෑණි වට්ටිඅම්මලටත් වඩා අන්තයි කටේ කැත
171,ඔමාය කියන එකී මේ කතා කරන්නෙ ඒකිගෙ මිනිහට ගෙදර කතා කරන විදියට වෙන්න ඇති ඊය
172,එහෙම වේන්න ඇති තනි කර මාලු විකුනන ගැණියේක් වගේ වට්ටි අම්මා කෙනෙක්
173,මේ උට්ටිට වට්ටි අම්මා කියන්න එපා වට්ටි අම්මලාට අපහාසයක්
174,ඒකීට තියෙන්නා මානසික ප්රශ්ණයක් ගෙදර මිනිහා තමයි වගකියන්න ඕන බොසා හරියට කරලා නැහැ ආපු අලුත
175,අනේ හු රට කාලා කාලා උන්ව අතේ තියාගෙන නලවන්දබලපන් අතගාලාඅහුවෙනවද කියලාපො
176,කොහොමද කතා කරන්න ඕන
177,අයියෝ සජබ පොහොට්ටුසිලින්ඩර්
178,අපි බලමු උණ් ගැනෙන්නෙ මොක්කුටද කියල ගූ හිවලා
179,සංජීවයා කලුතර නමත් කනවා
180,පැලවත්ත ඉස්පිරිතාලේ
181,සංජීව අපේ හ
182,අපේ හිතවතා සංජීව මැතිතුමනි බල්ලො උඩු බිරුවට බයවන්න එපා
183,එදිරි මාන්න කියන්නේ උගත් වැදගත් මාද්යවෙීදියෙක් පච කෙලින්න එපා දොස්තර ජෙප්පනගේ ආදයමිි පෙන්නපියවිි බැංකු ක මුදල් කෝ දොස්තර ටිල්වින් සීය අඩනව පැලවත්තට වෙලා
184,සුරංගයයි ඔමායයි
185,සුරංජියා උබ පට්ට බොරු කාරයෙක්නේ බන්
