Index,Sinhala Comment
22,ජනතාව ඡන්දෙ දුන්නෙ විපක්ෂයට නෙමේයි ආයඋඔලගේ පක්ෂ වලින් එක ගමක කැන්විෂන් කරන්නැ පක්ෂ දේශපාලනය ඉවරයි
23,අද කැට තියලා කියනවා ආය කොලබ ජනතාව ඔය එකතු වුන පක්ෂ එක කටවත් ආය ඡන්දයක් දිනන්ඩ වෙන්නැ
24,හොරා නොකන රජයට බයිලා නොගා උදව් කරපල්ලා
25,අපරාදෙ ශ්රමදානය ක් කරෙමෙලො දෙයක් දන්නෙ නෑ මාළුමාමලා සහ නැන්දිලා
26,කවුද ගත්තේ
27,මහින්ද ඇටය කවුද
28,සිරස ප්රශ්න අහන පක්කු මෙයිට වැඩිය හොදයි රෙදි ගලවලා අන්නාසි ගාලක් මැදින් දුවපියව්
29,හිරු අවුරුදු ක් ජනපති අනුර
30,මුමහාචර්යමු කියන ඒවට මුගෙකටට රෙන්න ඕන හොදට බඩ බුරුල්වෙන් බෙහෙතක් බිලා එතකොට මුට රසට එව ගිලින්න පුළුවන්
31,මේවගෙ බුරුවෙකුට මහාචර්ය පදවියක් දුන්නෙ කව්ද දෙයියනෙ මුට තාම තේරෙන්නෙ නැනේ අපේ මව් බිම මේතත්වයට පත්කරෙ කව්දකියල වුන්ට කඩේ යනවනෙ මේවල්බුරුවකොයි වලයයිද
32,විපක්ෂයේ කාර්යභාරය වසන්ත නියම ආකාරයට සිදු කරනවාපාර්ලිමේන්තුවෙ විපක්ෂයට වඩා හඩක් ජන අරගල වියාපාරය මනාව ඉටුකරන බව පෙනි යෑම ඉදිරියේ දේශපාලන වෙනසක් බලාපොරොත්තු වෙන ජනතාවට අස්වැසිල්ලක් වනවාට කිසිදු සැකයක් නෑජය වේවා
33,ජයම වේවා ජයම වේවා ජයම
34,සුන්බුන් හොරු විපස්සේ
35,හිරු එකෙන් නිවැරදි කරපු අසත්ය පුවතක් පොහොට්ටුකාරයා ආය කියනවා මේවට දඬුවම් නැද්ද ඇත්තටම හිතුමතේ මුංට මුංගේ ටිවි චැනල් වලට මේ වගේ බොරු පතුරවන්න පුළුවන්ද
