id,text
60,චමුදිතට පස්කු ප්රහාරය ගැන ඔච්චර කැක්කුමක් තියෙනව නන් අර ප්රසිද්ධ කර පසුව ඉවත්කරගත් ඉන්දියන් ඔත්තුව ගැන සූරියආරච්චි සමග කල වැඩසටහන නැවත දාන්න නැතිනම් ඔබත් තොරතුරු සගවන්නෙක් බව ඔප්පුවෙනවා
61,අනේ උඹ හරි අංග අංගසම්පූර්ණ මිනිහා නේඋඹගෙ දේසපාලනය කියන්නේ වෛරය ක්රෝධය තියෙන එකක්ලියල තියා ගනින් උඹට කවදාවත් දේශපාලනයේ ඉදිරියට යන්න බැහැ
62,මොනාවා උනත් අන්තිමට කියපු දේ නම් දෙශපලුවෝ සෙට් එකටම පොදුවේ ගන්න පුලුවන් දෙයක්
63,සත පහක විශ්වාස නැති පුද්ගලයෙක් දේශපාලනයේදි හමුදාපති වරයෙක් ලෙස ඔහු ඔහුගේ බූමිකාව කලානමුත් වාසි පැත්තට හෝයියාඅරගලයකට නායකත්වය දෙන්නේ නිර්පාක්ශිකයන්ට පාක්ශියෙක් වෙලා රනිල්ට මුක්කුව ගහන්න මිනිස්සු මෝඩ නැහැ වැල යන්නේ මැස්ස හොයාගෙන කියලා තේරුම් නොගෙන ඉන්න
64,ෆීල්ඩ් එකේ හිටපු සිංහයා
65,කොන්ද කෙළින් තියෙන එකම මිනිහා සරත් ජනාධිපති කරවමු
66,දොරටු පාලයා රජ වුණහම ඔහොම තමයි
67,පොන්සේකා සර් කියන්නේ ඇත්ත සිසිඑමිපි විජේසිරි මානවඩු ු දයාරත්නායක මෙි හැමෝම වැඩ බැරි ටාසන් ලා
68,මොන මත වෙනස්වීම් තිබුනත් ඔබතුමා එක්ක එකතු වියයුතුමයිඑහෙම නැතිව කවදාවත් සජබෙ ආන්ඩුවක් එන්නෙත් නෑ ඔබතුමාට රටට වැඩක් කරන්න අවස්තාවක් ලැබෙන්නෙත් නෑ චන්දයක අවසාන උනුසුම්ම අවස්තාවෙ හරි ඔබතුමාගෙ ඒ වෙනස්වීම මහපොලොවෙ මිනිස්සු බලාපොරොත්තු වෙනව අනිවාර්යයෙන්ම
69,බන්කරේ හිටියා කියමුකෝ හැබැයි ලංකාවේ හිටියේ ඔබතුමා වගේ සේනාධිනායකයා විදිහට රටින් පැනලා ගියේ නැහැ
70,අද නම් චමුදිතගේ දියුනුවක් තියෙනවා
71,තමන්ට ගන්න ඕනි වරප්රසාද වෙනුවෙන් ඕනෑම දෙයක් කරන පුද්ගලයෙක්
72,මම එකට එකනේම ට පට්ට ආදරෙයි
73,චමුදිත කරන්නේ පොහොට්ටුව රැක ගන්න අනිත් පක්ශවල පොඩි ප්රශ්න ජාතික ප්රශ්න වගේ පෙන්වනඑක කලින් මයිත්රීපාලයි දයාසිරියි කෙටෙව්වා ඊලගට සජබෙ කොටවනවා කිසිම තැනක පොහොට්ටුව ගාවගන්නේ බැහැ මරු සලකුන නේ
74,අපි හැමදාම වරද්දගත්තේ එක හොඳ මනුස්සයෙක් දිහා බලාගන හොරු රැළක්ම රටේ නීති හදන තැනට යවන නිසා සජියට දිනන්න බෑදින්නත් හොරුන් හදපු රටක් නෑ සරත් ෆොන්සේකා මාලිමාව එක්ක එකතු වුනා නම් රටට මහා ආශිර්වාදයක්ඒත් පරණ එජාප හොරු එක්ක එකතුවෙලා ඒ මනුස්සයා විනාස වෙනවා විතරක් නෙවෙයි
75,ෆීල්ඩ් මාර්ෂල් සරත් ෆොන්සේකා මැතිතුමාට උත්තමාචාරය
76,ඉස්සරනම් නයි මූගටි දැන්නම් මෛත්රී වරදක්නෑනෙද
77,ජය වෙිවා සරත් පෝන්සේකා සෙමිපතියෙනි මම ඔබතුමා සමගයි එදාත් අදත් ඔබතුමා පුංචි ගිු ලංකාවෙි විධායක ජනාධිපති වෙනතුරු
78,කාලකන්නි හිරු
79,රනිල් විකුමසිංහ ජර්මනියේදි පවත්වනලද පුවත්පත් සාකචිචාව අනුව පාස්කු පුහාරය සමිබන්දව ජාත්යන්තර පරික්ෂණයක් නොපවත්වනබව පැහැදිලිව පුකාශ කලා ඔහු ව්යවස්ථාවට පින්සිදුවන්න මෙි රටෙි ජනාධිපතිවි ජනතාව අමතා කියාසිටියේ ස්කොටිලන්ඩි යාඩි පොලිසියෙ සහාය ලබාගෙන පාස්කු පුහාරයට වගකිවයුතු චුදිතයින් නිතියේ රැහැනට ගෙනෙන්න කටයුතු කරනබවයි අද වෙනවිට ඒ පුකාාශයට මොනවද වෙලා තියෙන්නෙ ඔහු ඊට හාත්පසින්ම වෙනස් අදහසක් නේද දැන් කියන්නෙ ඇයි ඔහු ජනතාව මෙතරමි අපහාසයට පත්කරන්නෙ මම උපතින්ම බෙෘදයෙක් පාස්කු පුහාරයෙන් මියගියේ අපේම සහෝදර ජනතාව ඒ අතරට විදේශිකයො පිරිසක්ද ඉන්නවා අපි මියගිය හා තුවාල ලැබ අසරණ තත්වයට පත්ව සිටින සැමට සාධාරණය ඉටුකර දිය යුතුයි නේද අපට ආගම මෙයට සමිබන්ද කරගන්න අවශ්ය නැහැ අපට අවශ්ය යුක්තිය සාධාරණත්වය හා චුදිතයින් නිතියේ රැහැනට ගෙන ඒමයි ඇයි රනිල්ට එය කරන්න බැරි ඇයි චුදිතයින් ආරක්ෂා කරන්න මෙි තරමි වලිකන්නෙ මම යෝජනා කරනවා තෛුයිනිකායික මහා නායක හිමිවරැන්ට එසේම අන්ය ආගමික නායකයින්ට එකම වෙිදිකාවට රැස්වි යුක්තිය සාධාරණය වෙනුවෙන් හා නිතියෙ ආදිපත්ය වෙනුවෙන් හඬක් කගන්න ඉදිරිපත් වන්න කියා නායක හාමුදුරැපවනේ මෙි රට කොහාටද මෙි ගමන් කරන්නෙ ඔබවහන්සේලා ඇයි නිහඬ මියගියේ බෙෘදයින් නොවන නිසාද ඒ සමගම සියලුම ජනමාධ්ය ආයතනවලට ගුවන් විදුලිය රෑපවාහිනිය හා පුවෘති පතු එකට එකතුවි මෙම මහගු කාර්යයට දායක වනලෙස රට කරවන නායකයින් මෙලෙස හැසිරිමෙන් කියන්නෙ ජනතාව ඔවුන්ගෙ වහලුන් බවත් ඔවුන්ගෙ කිුයාවන්ට එරෙහිවන්න හෝ හඬක් නගන්නට නොහැකි බවත් නේද රටෙහි කිුයාකාරිත්වය අතලොස්සක් අත පවතිනබව නේද කෝ මෙි රටෙි පුජාතංතුවාදය කෝ සාමකාමි අදහස් පුකාශ කිරිමෙි නිදහස අපි සියලුදෙනාම අපි වෙනුවෙන් පෙනිසිටිමු
80,පුතානෝ එක්ක හිටියොත් ඔබත් සවුත්තු වෙනවාමොකද ඔබ හොරෙක් නොවන නිසයි බුද්ධික පතිරණත් ඔබත් සිටිය යුත්තේ මාලිමාව සමගයිමෙය මාගේ අදහසක් පමණයි
81,රටේ මිනිස්සුන්ගේ කාලය කන කාලකන්නි වැඩසටහන් හැමදාම හැම තැනම කතා කරන ඒවා මේවායෙත් කතා කරනවාකාලය කනවාමේවගේ මනුස්සයකුගෙන් අහන්න ඕනේ එයා ළඟ මේවට මොනවද තියෙන විසඳුම් කියලා
82,මේ මෝඩ නිවේදකයෝ ඕපාදූප අහන්නේවැඩකට ඇති දෙයක් අහපල්ලා ගොන් ආතල් දෙන්න එපා
83,යුද්ධයෙන් රට බේරා ගත්ත විරැවානමුත් දේශපාලනයට නුසුදුසුයි මාලිමාවට ජයෙන් ජයම වේවා
84,අනේ අනුරගෙ තුන
85,එක් එක්කෙනා කෙටවමින් කෙරෙන මේ ජඩ මාධ්ය පිලිබඳව ඇතිවන්නේ පිලිකුලක්
86,රටේ කසලබක්කි මිට වැඩිය රටවේනුවේන් වැඩකරනව
87,නිල තල වලට රට වුනත්දේන ඩයල්එකක්
88,උඩට නැගල ඉනිමගට පයින් ගහන ඩයල්එකක්
89,මාලිමාව ට ජයවේවා
90,එක සැරයක් රට හදන්න ආරක්ෂක ලේකම් ජනාධිපති කරා ඊලග සැරේ හමුදාපති ගේන්නද කල්පනාව අපේ රටේ ඉන්න උන්ට ලැජ්ජා නෑ මුන් එකෙක්ට කිසිම දැක්මක් නෑ කියලා තේරුම් ගන්න බෑ ජනප්රිය උනොත් උන්ට චන්දෙ දෙනවා
91,බංකොලොත් කරපු රටක උත්සව සභාවේ ෆීල්ඩ් මාර්ෂල් ට වාඩි වෙන්න ආසනය පනවපුවම ඇති ආතල් ලන්තයේ පට්ට පට පට ආතල් ඕයි මේවා චමුදිත කෝ බං වෙනදට තියෙන ජ්වලිත කම පෙනේ පුප්පලා ගහකො පැන පැන හැපින්න වගේ අද උඹ ගෙම්බෙක් ගිලලද
92,විස්වාස කල හැකි මනුස්සයෙක්
93,චමුදිතයගෙ හැකර කට අඩුවෙන්ම ඇහුනු දවස
94,අනිවාර්යයෙන්
95,මෛත්රී එක්ක කරපු ප්රෝග්රෑම් එක බලපන්කො ටිකක්පට්ට ආතල්චමුදිත කතා කරන්න වෙලාව ටිකක් ඉල්ලනවා
96,ඇයි ඩඩ්ලි ආව දවස
97,කවුරු මොනවා කිව්ව ත් අනිවාර්යයෙන්ම මාලිමාව දිනනවා එහෙම නොවුනොත් රට ගැන තියෙන ආසාව අතඇරගෙන ඉන්න රටකම ඉන්න එක තමයි ඉතින් කරන්න තියෙන්නේ
98,මෙයා කරන්නෙ රනිල්ව බේරන එක
99,මොහු බටලන්ද රනිල්ට වඩා කුරිරු මිනිහෙක් කවද හරි බලයක් ලැබුණොත් බලාගන්න පුළුවන් මෙයාගෙ ඇත්තම ස්වරූපය හා පළිගැනීම
100,එකෙන්ම මෙයා පලිගැනීමේ සාතන්
101,මෙයා රනිල්ට කඩේ යන කෙනෙක් බව ස්තිරයි
102,මේවාගේ මනුස්සයෝ රටට නැති වී යන කොට මාරම දුකයි පට්ට පොරක් කෙලින් වැඩ කරන
103,අද චමුදිතලා බලූ කුක්කෝ වගේකියනදේ අහගෙන ඉන්නවා
104,ඕකා බයයි
105,චමුගෙ වක්කඩෙි කැඩුව වගේ සද්දෙ අද නිශ්ෂබිදයි
106,අදනම් චමුදිතය මී පැටියෙක් වගේ නිහඬයි
107,ඕකා බයයි
108,හැමෝම තමගේ වාසියට තමා
109,කලවැද්දා
110,තෝ පැටියා
111,ආපෝ මේ සක්කිලි කටා මූ නම් අමුම අමු සක්කිලියෙක් කට ඇරියාම
112,චමුදිතට පඩයක් ගියා නේද
113,මාලිමාවට ජයවේවා
114,ඔබතුමා මාලිමාවට එකතු වෙන්න
115,මහමැතිවරණය වෙලාවේ අපේ පලමු මනාපය දුන්නේ සරත් ෆොන්සේකා මහතාට ඉතිරි මනාප රන්ජන් රාමනායක සහ හර්ෂණ රාජකරුණා දෙදෙනා ට මින් ඉදිරියට තියෙන ඕනෑම මැතිවරණයකදී ඡන්දෙ දෙන්නේ ජාතික ජනබලවේගයට පමණයි ගෙදර ඡන්ද හයයි හයම ජාතික ජනබලවේගයට
116,ඒ අස්සෙ මාලිමා කාරයෝ ටික මේකට රිංගලා උන්ගෙ කැම්පේන් එක කරනව
117,මාලිමාවට ජයවේවා
118,නැත්නම් උබලා ගෙදර එන්නද කියන්නේ කැම්පේන් කරන්න මාලිමාවට ජයවේවා කියපන් උබත්
119,ඉතින් තෝ කියන්නේ එපා කියලාද වහපිය
120,මිතුරනේ මේවා මේ ෆේක් අකවුන්ට්ස් කමෙන්ට් දාන්න විතරක් ඕපන් කරනවා ඒකයි රිප්ලයි මුකුත් නැත්තෙ මේවගේ අකවුන්ට් දාස් ගානක් තියෙනවා හැබැයි ඕපන් කරන්න සල්ලි දෙන්න ඕනෙ වැඩිය නැහැ එකකට සත ගානයි
121,මාලිමාවට මම කැමතියි හැබැයි උඹල වගේ කිසිම භාශා චාරයක් නැති උන් නිසා මාලිමාවත් එපාවෙනව
122,මාලිමාවට ජය රටට ජය
123,මාලිමාවට ජය නියතයිදෙකක් නැහැ
124,ඔය වගේ සාකච්ඡා වලට යන්න එපාචමුදිතලා කවුද මෙි රටෙිඔබ රටට සේවය කල උදාර කෙනෙක්අපි ගරු කරනවා ඔබට
125,පාස්කු ප්රහාරය ගැන දැක්කා වගේ කියන හුගක් අය එක්කෝ පාර්ලිමේන්තුව ඇතුලේ නැත්නම් පිටරටක වරප්රසාද වලට මුවාවෙලා නැතුව එලියට ඇවිත් කෙනෙකුට ඇගිල්ල දික් කරන්න සද්දේ දාන එකෙක්ටවත් බෑනේ
126,හදවතිම්ම ගරු කරන පුද්ගලයෙක්
127,අවන්ක දක්ශ පුද්ගලයෙක්
128,මහින්දගේ පිස්සෙක්
129,මෙිි යකා කියනවනේ යුද්දේ ඉවර කරේ එයා කියලා එතකොට කොලඹ තත්වෙිි ගැන මෙයා දන්නේ නැලු මොනවද මෙිි කතා
130,කොන්ද පන නැති මිනිස්සුන්ට රට භාරදුන්නාම ඊට වඩා වෙන මොනවා වෙන්නද
131,මෙයා හිටපු මහ එවුන් වගේ ප්රභූ පන්තියට පනින්න බලන කෙනෙක් නිසා ඕනෑම දේශපාලන පාවාදීමක් කරයි
132,චමුදිතගේ කොන්ත්රාත්තුව හරියට කලා සජිත්ව සූනේසුන් කියන විදිහට ගෙ පක්ෂයේ සහය ගන්නෙ නැහැ
133,මුක්කු සේවකය
134,ඇත්තටම චමුදිත මූ අමු බූරුවෙක් මොකද අපිත් යුද්දෙ කාලේ රෑට කැලේ හිටියෙ මිනිස්සු ඒ කාලෙ ග්රාමාරක්ෂක බටයෙක්වත් එලියට බැස්සෙ දෙගිඩියාවෙන් ඉතිං ත්රිවිධ හමුවටම අනදෙන නිළදාරියා පිස්සෙක් වගේ ඇවිදිනවා මූ අමු පිස්සෙක් කුහකයෙ ඉරිසියා කාරයෙක් අපි විස්වාස කරනවා සරත් පොන්සේකා එදා මැරුනනම් අද ප්රභාකරන් මයිනගෙ ආණ්ඩුවේ ඇමති කෙනෙක් රටේ මිනිස්සුන්ගෙ පිනට වාසනාවට සරත් පොන්සේකගෙ ජීවිතෙ බේරුනෙ ඔබතුමාට දීර්ඝායුස ලැබේවා පිස්සු පූසො රටේ ඉන්නවා ඒක අපේ කරුමෙ
135,අපෝ ඔය හිටන් හුටන්ට උත්තර දෙන්න තරම් කාලය කන්න එපා ෆීල්ඩ් මාෂ්ල්
136,පාදඩ කාලකන්නි දේශපාලුවෝ මාරුවෙන් මාරුවට මේ රට කෑවා ලෝකෙ හිඟාකන දුප්පත්ම රාජ්යයක් බවට පත්කර මාලිමාවට ජය වේවා
137,ඔබතුමාට අපි හරි ආදරෙයි යුද්දය දිනපු නිසා ඒ බල්ලොත් එක්ක නැග්ගොත් බලු මැක්කොත් එක්ක නැගිටින්න වෙන්නේ
138,අනුර දිසානායකගේ නැගෙනහිර රැස්වීම ඇහුවා නම්ඔක්කොම දැනගන්න පුළුවන්ඒවට තමා ඩිරෙක්ට් කතා කියන්නේමාලිමාවට ජය වේවා
139,මේ මනුස්සයාගේ බල තණ්හාව නිසා මුළු රටම විනාස කරනවා හරියට ගෑනියෙක් උටත් වඩා අමුතු සහ සිරිත් විරිත් තියෙන්නේ රනිල්ට වගේම දවසකට හරි ජනාධිපති කියන නාමය ගන්නයි බලය අල්ලන්න ඕන ඒක හොඳට කතාබහෙන් හැසිරෙන ආකාරයෙන් තේරෙන්නැද්ද දෙයියනේ
140,රටෙ විනාසෙ ආරම්බ වු පාන්ඩු ආන්ඩුව
141,සජිත්ට බෑ
142,පුතානෝට බැරිබව රටම දන්නවා මොකද ඌට ළමයෙක්වත් ජාතක කරන්න බැහැනේ
143,හිනාත් යනවා කෙසේ වෙතත් ඔබ තිදෙනාටත් සරත් ෆොන්සේකා මැතිතුමාටත් ස්තුති අපි සෞදියේ සිට
144,යහපාලන කැද හැලිය රටට කරපු විනාශය තමයි දැන් මේ දිගහැරෙන්නෙ රජය බලයට පත් වුන ගමන්ම කරපු පලවෙනි රාජකාරිය තමයි රජයේ අතිදක්ෂ බුද්ධි නිලධාරීන් මේ යටිකූට්ටු කාරයින්ගෙ උවමනාවට හිරේට දැම්ම රිමාන්ඩ් කරගෙන හිටිය අවු කට වැඩිය අනිත් අයව එම තනතුරුවලින් අයින් කරලා මෝඩ රැලක් තියාගෙන මහ බැංකුව මංකොල්ල කාපු දිනේ ඉදන් පාස්කු බෝම්බෙ දක්වාම රට ප්රපාතෙටම තල්ලු කලා මුස්ලිම් ඇමතිලා නමයි පාලනය කලේ ඒ අය රජයෙන් අයින් වෙච්චි ගමන් රජය බලයෙන් ඉවත් වෙන නිසා බදුර්දීන්ලෙ අසාද් සාලිලා ත්රස්තයන්ට උදව්කලා මෙවන් පාපතරයන් ට මුලා නොවී ඉන්න ඉදිරියට වත් චන්ද දායකයාට බුද්ධියක් තිබ්බොත් රටෙ වාසනාව
145,ජනාධිපතිවරණයට සරත් ෆොන්සේකා ඉල්ලනවට මම කැමතියි
146,ෆොන්සේක දන්නවා සජිත් කිසිසේත්ම ගැමිමක් අැති නායකයෙක් නොවන බව රට පුරා අාසන සමුළු තියනකොට සජිත් ඉස්කෝල වලට බස් බෙදන ගමන් පංති වල පුංචි දරුවන්ට දේශපාලන කතන්දර කියනව සියලු ජනමත සමීක්ෂණ වලින් අනුර ඉන්නෙ සජිත්ට වඩා ගව් ගානක් ඉදිරියෙන් ෆොන්සේක හිතුවට එයාට තනියම රට හදන්න පුලුවන් කියල සජබෙ ඉන්න හොරු රැලත් එක්ක මොන ගමනක්ද
147,බලලෝබි හැත්ත
148,ගියපාර චමුදිතට සිරිසේන ඇරියනේ හිටං ඒකේ පලිය ගන්න අද ෆොන්සේකාව ගෙනාවේ
149,වටෙන් පිටෙන් රනිල්ට කඩේ යනවා ඊලග ජනාදිපතිවරනයෙදි මාලිමාවට එරෙහිව රනිල් මෙයාව පාවිච්චි කරනවා අනිවා ර් යයෙන්ම
150,මෙයාගෙ ඒකාධිපති බව පෙන්නේ නැද්ද වචනවල අරු මුග්රාමසේවක මිනිහා එහෙම එකෙක්නෙයාන්තමට අපොස සාමන්ය පෙල පමණක් සමත් වූ කෙනෙක් නිසයි මෙහෙම උඩ යන්නේ
151,හොයල බලපන්කො හමුදා උපාදි කීයක් තියෙනවද කියලා
