Index,Sinhala Comment
50,අවුරුදු කලින් කමෙන්ට් නෑ
51,කොහේදෝ හදිසි ප්රශ්නයක් ලංකාව දාල උනත් යන්න වෙනවා මොකද පොලීසිය හමුදාව දාන්න බැහැ ඒ ප්රශ්නය විෂඳන්න හොර අහුවෙනවා
52,සනිප නැද්ද
53,මේ නාකීන් බනක් බාවනාවක් කරන් ඉන් නැතිව බියෙන් දගලනවා ගහපු ගේමි ආහුවෙයි කියලා
54,උනේ මොකද එකපාරම
55,රගපෑම
56,නාකි පකා
57,මේවන් නාට්ය
58,දිනේශ්ට හදිස්සියක්
59,මොන හේතුවකටද මන්ද මේ මනුස්සය දකිනකොට ගෞරවයක් දැනෙනවවැරදි මිනිස්සු ලංකරගෙන වැරදිපාරෙ ගිය මනුස්සයෙක්
60,චන්දෙ කටේ සුසිල් ප්රේමජයන්ත ට මූ කණට ගහල ඌ ගිහින් ඇඩ්මිට් වෙච්ච සීන් එක
61,මහින්ද
62,දැන් ඒ රැස්පෝල් ඉවරයිමහජතාව බුද්ධිමත්
63,රට බේරගන්න එඩිතර තීරනේ ගත්තු එකම මනුස්සයා
64,ඒක ද සුනාමි සහන මණ්ඩලයට අත්සන් කළේ දන්න ලබ්බකුත් නෑ මාධ්යයෙන් පුම්බපු කබ්බෝ තවත් ඔළුවේ තියාගෙන යනවා
65,මේ තමයි ඔබේ රටේ ඉඩම් පළමුවරට සින්නක්කර විකුණපු පුද්ගලයා වසර කට බදු දීම් අනං මනං නෙමෙයි කෙලින්ම පුද්ගලික ඉඩමක් වගේ විකුණලාම දැමූ තැනැත්තා
66,එක්කෝ මෛත්රීපාල පැන පු වෙලාව නැත්නම් නිමල් ගේ ගෙදරට මත්ද්රව්ය නාශක එකෙන් පැනපු වෙලාවෙ ඒක බේරා ගන්න දුවනවා එදා යම් විදියට වත් තිබුණු අවංක බව ඕනෑවට වඩා ඇති උන බල පෙරේත කම සල්ලි පෙරේ ත කම අඩු වෙලා පවුලේ කට්ටිය විතරක් රටේ නායකයන් වෙන්න ඕනේ කියලා හීන මාන නැති කර ගත්තා නම් අදටත් හිත වල ඉන්නවා එහෙම බලද්දී හුඟක් වාසනාව තිබුණු අවාසනාවන්ත චරිතයක්
67,හොර බල්ලා
68,මේ මිනිස් සතා කවදා මැරෙයිද මේ මිනිසා මිය යන දවස මේ රටට අලුත් ආරම්භයක දවසක් වනු ඇත ඔහුගේ මරණයට පෙර ඔහු සිරගත කළ යුතුයමේ මිනිස් සතා කවදා මැරෙයිද මේ මිනිසා මිය යන දවස මේ රටට අලුත් ආරම්භයක දවසක් වනු ඇත ඔහුගේ මරණයට පෙර ඔහු සිරගත කළ යුතුයමේ මිනිස් සතා කවදා මැරෙයිද මේ මිනිසා මිය යන දවස මේ රටට අලුත් ආරම්භයක දවසක් වනු ඇත ඔහුගේ මරණයට පෙර ඔහු සිරගත කළ යුතුයමේ මිනිස් සතා කවදා මැරෙයිද මේ මිනිසා මිය යන දවස මේ රටට අලුත් ආරම්භයක දවසක් වනු ඇත ඔහුගේ මරණයට පෙර ඔහු සිරගත කළ යුතුයමේ මිනිස් සතා කවදා මැරෙයිද මේ මිනිසා මිය යන දවස මේ රටට අලුත් ආරම්භයක දවසක් වනු ඇත ඔහුගේ මරණයට පෙර ඔහු සිරගත කළ යුතුය
69,එහෙම කියන්න එපා අපි ජීවත් වෙන්නේ මෙතුමා නිසා අප්රාද් කරපු කී දෙනෙක් මේරටේ ජනපති වෙලා හිටියද
70,ජයවේවා
71,නිමල් ලංසාගේ ගෙදරට නාකොටික් පැනපු වෙලාවේ බදාගන්න යනවා
72,නෑ බන් ඔය සිරිසෙන බුලත් කොළෙන් ගැලවිලා හංසයාට ගියා කියළා දිනෙශ් ගෙන් ආපු එක
73,කොහේදෝ හදිසි ප්රශ්නයක් ලංකාව දාල උනත් යන්න වෙනවා මොකද පොලීසිය හමුදාව දාන්න බැහැ ඒ ප්රශ්නය විෂඳන්න හොර අහුවෙනවා
74,ඒක තමා උනේ ඒ චොපර් එකෙන් ලන්සාගේ ගෙදර ගියේ එවලේ හිටියේ ලතිෆ් ද කියලා කෙනෙක් නේද කුඩු අල්ලපු නිලධාරීයා
75,සුසිල් කියලනේ කියන්නේ
76,එතුමගෙ එදා තිබ්බ ගාම්භීරත්වය එතුමා එහෙම නැති කර ගත්තා හොරු තක්කඩි දේශපාලනයට ගෙනල්ලා වැරදි කරපුන්ට දඬුවම් නොදී එතුමගෙ ගෞරවය ඒ දේශපාලනය එතුමා විසින්ම නැති කරගත්තා
77,ගූ කාපන්
78,කොහේදෝ හදිසි ප්රශ්නයක් ලංකාව දාල උනත් යන්න වෙනවා මොකද පොලීසිය හමුදාව දාන්න බැහැ ඒ ප්රශ්නය විෂඳන්න හොර අහුවෙනවා
79,මූ බබා
80,මෛත්රීපාල ආණ්ඩුව තුලින් එළියට ගියා කියල ආරංචිය ආපු වෙලාව වෙන්න ඕන
81,කොහේදෝ හදිසි ප්රශ්නයක් ලංකාව දාල උනත් යන්න වෙනවා මොකද පොලීසිය හමුදාව දාන්න බැහැ ඒ ප්රශ්නය විෂඳන්න හොර අහුවෙනවා
82,පසුගිය අවුරුදු ම ඔහොම ගිය අවස්ථා තිබුනේ නෑ බලය නැති වෙලාවෙ මාර ඉල්ලුමක්
83,මහින්ද රාජපක්ශ ජනාධිපති ගොටාබය රාජපක්ශ ජනාධිපති
84,නාකි මයිනා මු නියම නලුවා
85,කාලකන්නියා
86,නොදෙකින්
87,රට කැවා
88,යන්ඩ යන්ඩ යන්ඩම යන්ඩ
89,සුපිරි රංගනය
90,උබලා ගේ නායකයෝ තමයි බං එහෙම රජා රජාමයි
91,නොදකින් රට කාපු නාකි මයිනා
92,මයිනට කියල උබ අම්මට පොරයක් ගස්සගනින් කැරි හුත්තික්කොල්ලා
93,යුද්ධ කරනව කියන්නෙතුවක්කුවක් අරන් යන එක විතරයි කියලා හිතම් ඉන්න තොපි වගේ එවුන් එක්ක මොන දේශපාලනයක්ද බං
94,ඔබතුමා ට බොහොම පින් රට බෙරගත්තට
95,ඕක කිය කියා තමයි රට සුද්ධ කලේ තූ නොදකින්
96,හැබැයි පරාජයෙන් පස්සෙ ඒ තිබ්බ ගාම්භීර එක මාර විදියට වෙනස් උනේ
97,හින දැක්කාද
98,ගාම්බීර එක ප ලෙවකාපම්
99,කටවහගෙන පලයන් පගයො ඒ කාලෙ පොර ගෙ එක ගාම්භීරයි තමා
100,උබෙ අම්මගෙ හුත්ත ඝාම්බීර
101,පල් හොරෙක් උනත් උබලට ගාම්බීරව ඉන්නවනම් පුක උනත් ලෙවකනවා නේද
102,ඔබට සුවයෙන් සුවයක්
103,අපේ හදවතේ නායකයා සැමදාම ඔබම පමනයි මහින්ද රාජපක්ෂ මැතිතුමනි ඔබතුමාට නිදුක් නිරෝගි සුවයනිරතුරුවම ලැබේවා දිගාසිරි වේවා බුදු සරනයි දෙව් පිහිටයි රැකවරනයි දිනෙන් දිනම ජයෙන් ජයම වේවා
104,හුත්ති තෝ මහින්ද ගේ ගූද කන්නේ කැරි වේසි
105,අම්මා ආස එහෙමද
106,අනේ අනිච්චං
107,නාකි මයිනා
108,අල්ලපු ගෙදර අන්කල් ද අම්මා කිවුවා ද තාත්තා එයා කියලා
109,තාත්තා බල්ලෙක් ද
