Index,Sinhala Comment
37,යුද්දෙට කලින් ඉඳපු මහින්ද රාජපක්ශ කියන චරිතෙට කිට්ටු කරන්නවත් බෑ දැන් ඉන්න පඟර නැට්ටොන්ට
38,කෙලින් තීන්දු තිරණ ගත් රටේ නායකයා
39,මෝඩ මිනිහෙක්
40,යුද්ධයේ දී දෙවියෙක් සැක බිය නැතිකල
41,මේවා ආයිත් දකිනවා බොරු කොච්චර ආඩම්බරයක් ද
42,යම් දිනක දෙමළ ජනතාව ශ්රී ලංකා පාලනයෙන් නිදහස් වනු ඇත නිදහස් දෙමළ ඊළාම්
43,පලයන් හුත්තො යන්න ආයෙ එලි බැහැල බලහන් දෙමලුන්ට ඉන්න පුලුවන්ද බලන්න
44,රටෙන් යන්න මේක ඔයාලාගේ රට නෙවෙයි කොහොමත්
45,පාට පක්ෂ නැතුව අපි හැමෝම සතුටු වුන දවසක්
46,අපි හැමදාමත් ආදරෙයි හදවතේ ජනපති
47,දකුනේ හිතුවක් කාරය
48,ඇයි වුබේ නගින්නැද්ද මෙතන ඇවිල්ල කෙදිරි ගාන්නෙ පොන්නයෙක්වගේ
49,වුලයි අම්ම හිකුවෙ ලපයද
50,ඔබට නිදුක් නිරොගි සම්පත්වය ලැබේවා මහින්ද රාජපක්ශ මැතිදුණි
51,හොරා හොරා ගාපු ගොබ්බ අනුර කෝ බන් හොරු ඇල්ලුවද බොරු පචම කෙලලා රට නැත්තටම නැතිකලේ අර්බුදයක ඉද්දි ලංකාවට ඩොලර් එවන්න එපා කියපු එවුන් හොරා හොරා ගාපු ගොන් ජෙප්පාන්ට රැවටුන උන්ට තේරේයි කල් යයි මෙයත් ගියා නම් මල් තියලා වදිනවා මිනිස්සු
52,බනපන් ගිහින් වුබෙ අම්මගෙ රෙද්ද අස්සෙ
53,හොරකම් කැරේ නැත්නම් හොඳ
54,වර්ෂයෙත් බලනවා
55,මේ අර පැනල ගිහින් ආපු ගිහින් ආපු එකා නේද පව් ඉතින් අපේ මිනිස්සු
56,කවුද හුත්තෝ පැනල ගියෙ ඇදයට රින්ගුවෙ පොන්න අනුරයි ජෙප්පො ටිකයි තෝවගේ මොඩ මුසලයෙක්
57,මහින්ද මැතිතුමනි තාමත් ඔබයි අපේ ජනපති අපි අද නිදහසේ ඉන්නේ ඔබතුමා නිසයි රටේ මිනිස්සු දැන් ඉන්නේ හරිම අමාරුවෙන් ඔබ තුමාගේ කාලයේ මේ තරම් බඩු මිල ඉහල ගියේ නැ දැන් ඉන්න උන්ට මිනිස්සු ගැන ගානක් නෑ
58,ඔබ තුඅමාට නිවන් දකින්න මේ පින් ඇති
59,කල මොනවා
60,ඒ තමයි සැබෑ නායකයා
61,ඔබ නිසා තමා අපි බයක් නැතිව ජීවත්වෙන්නෙරට එක්සේසත් කලා ඔබ
62,කවදාවත් මේ මනුස්සයාට බනින්න එපා කවුරුත් උඩ පනින්නෙ එදා එයා ගත්ත එඩිතර තිරනය නිසා තමයි ජනාධිපති මහින්ද උතුමානනි ඔබට දිගාසිරි
63,දැන් ඉන්නවගේ
64,බලන මමත්
65,අනේ එදා
66,ඔබතුමන්ට දීර්ඝායුෂ වේවා අපේ පිනට බිහිවූ රජෙක්
67,සමහර ගෙවල් තිබුනා උයපුවා කන්න බැරි උන දවස් ගන්න නොකා අඩපු කාලයක්තමන්ගෙ දරුවා ආමි එකට යවලා ඒ දරුවා ගැන ආරංචියක් නැතිවෙනකොට මැරි මැරී ඉපදුන ඒ යුගය නැති කරන්න මිනිස්සු දහස් ගානකට ජීවිතේ දුන්න බයක් නැතුව පාරෙ යන්න ඉඩ හදපු අපේ සියලු රණවිරුවන්ටත් අතිගරු මහින්ද රාජපක්ෂ ජනාදිපතිතුමාටත් යුද්ධය නැති කරන්න සහය ලබාදෙමින් එයට හයියක් උන සියලු පුරුක් වලට දිඋර්ඝායු වේවා
68,මේ රටේ ජනාධිපතිවරු කොච්චර බිහි උනත් එ කාටවත් මහින්ද වෙන්න බෑ අපේ රට බේරගත්තට ඔබට බොහොම පිං
69,බේරාග
70,හොරකන් කෙරුවෙ මහ ඔලවට වැදලා මිනිස්සු ඇන්දුනා මුන්ගෙ කපටි කම් වලට පල් හොරා
71,සිංහල අපිට අපේ රට බේරා දුන් නායකයා මහින්ද රාජපක්ස ජය වේවා
72,රාජපක්ශ පොන්නයා
73,පොන්නයා
74,බල තන්හාව නැතිවුනානම් අදටත් මිනිස්සූ ගෞරව කරන චරිතයක්
75,නාමල් මහත්තයා ඔයාට පුළුවන් අපිව ආරක්ෂා කරන්න පොහොට්ටු අපි ආයේ ආවා
76,මාලිමා ආණ්ඩුවෙන් ගෙදරින් දොට්ට දාන්න හදන්නේ මේ නායකයාව තමයි මාලිමා ආණ්ඩුවට මේ ගැන විඳවන්න වෙනවාමයි
77,අපි සජිත්ට
78,අාදරෙයි හැමදාමත්
79,තෙරුවන් සරණයි ඔබතුමාට දීර්ඝායුෂ ලැබේවා ඔබතුමාට මේ ශ්රී ලංකාධරණී තලය වෙනුවෙන් පැවරී ඇති රාජකාරිය තවමත් අවසන් වී නොමැත ඉදිරියට අපට එක්ව දීර්ඝගමනක් යෑමට ඇත එතෙක් විවේකි සුවයෙන් ජිවිතය විදින්න මෙයට ආධ්යාත්මික නායිකාව මහසෙන්
80,හැමෝම රැවටුනේ මේකට
81,හදවතේ නායකයා
82,තන්නහාය ජායතී ශෝකෝ
83,පිංවත් හිටපු ජනපති තුමනි නාදුක් නිරෝගි සුවතෙරුවන්සරණයි මව්බිම බේරාගත් නායකයා අද අපි නැගෙනහිර පූුජනිය සිතානවල වැඩසිටින්නේ ඔබතුමාට පින්සාදුවෙන්ඩ ඒ උදාර නායකත්වය නිසාඅපේ වීරෝධාර රනවිරුවන්නිසාතෙරුවන්සරණයි
84,ඇත්තටම මේ තුමා කරපු දේ අනිවාර්යයෙන් අගය කලයුතුයි අතීතයේ මෙතුමා සමග විරෝධාර ත්රිවිධ හමුදාව සැලසුම් සහගතව කටයුතු කරපු නිසා අද අප සියලුදෙනාට වර්ථමානයක් ඉතිරි වෙලා තියෙන්නේ
85,මෛත්රීපාල මහින්ද
86,අදටත් ඒ ගවුරවය තියනවා මොන දේ උනත්
87,මේ වීඩියෝ එක මගේ වයස
88,ඉන්නකම් අගයක් නැති මැරුන දවසට රටේම මිනිස්සු අඩවන එකම රාජ්ය නායකයෙක් මහින්ද රාජපක්ෂ කියන්නේ එහෙම නායකයෙක් ආයේ එන්නේ නෑ
89,ආයු බෝ වේවා
90,රජෙක් වගේ ඉන්න තිබුන මනුස්සයව සුනකයෙක් ගානට දැම්මෙ එතුමගෙ වටේ හිටපු උන් ටික තමයි අපි හැමෝම ආදරෙන් හිටපු මනුස්සයෙක් දැන් ඉවරයි ඉතින්
91,රජක් වගේ ඉදලා හොරක් වෙලා මැරෙන්න වෙන්නේරාජපක්ෂ පිලිකාවක්
92,මහින්ද ගේ ගෑනි දරුවෝ බැසිල් ගෝටා ඇතුලුව සියල්ල වගකිවයුතු යිමෙතුමා යුද්ධය ඉවර කලා වගෙම රට කෙලසුවාබලන්න නාමල් ගේ වයස ට ද වත්කමි
93,ලස්සනට මැරෙන්න තිබ්බ පොරක් දැන් චාටර් වෙලා
94,ජයවේවා
95,අපේ මිනිස්සුන්ට දැන් අමතකයි
96,මගේ රටට කෙලවෙලා තියෙන්නෙ සිංහලයන් කුලල්කන නිසාබලයට තියෙන කෑදර කම නිසා රට අඳුරට
97,අනුර ජනාදිපති උනහම බලන කට්ටිය එකක් දාන්න
98,අපේ මහින්දමහත්තය හින්ද අපි ගොඩ ගියා මල්ලි
99,රජිනි අපේ මිනිස්සුන්ට ඉක්මණින් සියල්ල අමතක වෙනව දුකයි මේ එදත් අදත් ඔබට මගේ උපහාරයකි
100,වගෙ මේ
101,අදටත් දැනෙන අභිමානය
102,කොහොම හිටපු නායකයෙක්ද අද පීචන් වෙලා තියෙන්නේ නිසි කලට විශ්රාම ගත්තනම් අදත් පිළිගැනීම තියෙනවා අද ඉන්න ගෙය්නුත් දොට්ට දාන තැනට පත්වෙලා
103,එදත් අදත් හෙටත් හදවතෙ නායකයා මහින්ද පමණි
104,ඔබ තුමා නොහිටින්න අද ඔබට අපහාස කරන අම්බරුවො අද යාපනය නැගෙනහිරට ගිහිං හමාරයි
105,බුදුසරණයිඔබතුමාට නිදුක්නිරෝගිදිර්ඝ ආයුෂ ලැබේවාඅපේරටේනායකයාට ජයවේවා
106,රජෙක් වගේ හිටපු මහින්ද බලු කේසේද
107,දෙවියෙක් වගේ මිනිස්සු අදහන්න හියපු මිනිසෙක්බල තන්නාව ඔහුටත් රටටත් හෙනයක්වුනා
108,රජෙක් හොරෙක් වුනාජනාධිපති වරයෙක් අවසානේ මන්ත්රී කෙනෙක් වෙලාඉතින් මොකක් කරන්නද කියන්නේඑදා ජයඝෝෂාඅද හූ හඬ
109,බුදුසරණයි
110,විශාම ගියානම් අදටත් මිනිස්සු දෙයියෙක්ට වගේ සලකනවා
111,පචයා වගේද
112,යුද්ධය තියෙනකොට ගොඩක් පවුල් වල ඔක්කොම එකට ගමන් ගියෙ නෑ තාත්තා යි අම්මයි එක බස් එකේ ගමන් ගියෙ නෑ හේතුව දෙන්නගෙන් කාව හරි බස් බෝම්බයකට අහු වෙලා නැති වුනොත් ළමයින් ට දෙමව්පියන් ගෙන් කෙනෙක් ඉතුරු වෙන්න ඕන නිසා කොළඹට නිතර ආව ගිය අය මගේ දෙමාපියන් ඒ නිසාම මේ බය අපිට හොදින් ම තිබුනා
113,එතුමන්ට දළඳා සමිදු පිහිටයි
114,මෛත්රිපාලයා බදා ගන්නවත් එජ්ක
115,අනුර ජනාධිපති උනාම මහින්ද හොරා කාපුව අල්ලනව කිව්ව සති න් රට ගොඩගන්නව කිව්ව උගන්ඩාවෙ තියන සල්ලි ගෙනව කිව්ව කෝ කරනව කියපුව කරනවද කො දැන් ඉස්සර උසස්සන් එන ෆයිල් මිටිය දැන් සහොදරයො කියන්නෙ මොනවද බලයත් තියන් මොකද කරන්නෙ ක් හොරා කාපු කතාවමද කියන්න යන්නෙ එකිකො මෙ මනුස්සයට දඩුවම් දෙන්න නැත්තන් අපි කිව්වෙ බොරු කියල මෙ සමාව ඉල්ලලා මනුස්සයට නිදහසේ මැරෙන්න දෙන්න
116,මේවා දකින කොට ඇඟ හිරි වැටෙනවා පුතේවැඩිහිටි යන්ටත් දැන් මේවා මතක නැහැ ලංකාවෙ අවාසනාව මුල අමතක කිරීම පිදිය යුත්තන් පුදන්න ඕනෙගරු කලයුතු අයට ගරු කරන්න ඕනෙචන්දයකදි පරාද කරන එක වෙනයිඒත් ඒ අයට මඩ ගැසීම ඒ අයව හෙලා දැකීම ඒ අයට හිංසාකිරීම බොරු චෝදනා ඉදිරිපත් කිරීම නොකල යුතුයිඒ අයව ආරක්ෂා කල යුතුයිදරුවන්ට මේ ඉතිහාසය කියා දිය යුතුයි මේ රටේ අභිමානය ගැන කියා දිය යුතුයි මේ රට ආරක්ෂා කල යුතු බව කියා දිය යුතුයි නැතිනම් නුදුරු අනාගතයේදී ම මේ රට අපිට අහිමි වෙයිමහින්ද රාජපක්ෂ නම් වූ ඒඅභීත යුග පුරුෂයාට මාගේ ප්රණාමය ඔබතුමාට තෙරුවන් සරණයි
117,ඔයාගෙ කතාව හරි
118,අදටත් බලනකොට ඇග හිරිවැටෙන වීඩියෝ
119,දැන් කාටවත් මේවා මතක නෑ ලංකාවේ ඉන්නේ කළගුණ නොදත් ජාතියක්
120,මම එතකොට හිටියේ ඉස්කෝලෙ වසර එදා මට දැනුන සටන ජිවිතේ කවදාවත් දැනුන් නැ මන් බයිසිකල් එකේ ගම වටේ ගියා හැමතැනින්ම කිරි බත් කෑවා ඔබේ වටිනාකම දැනෙයි මේ මිනිස්සුන්ට කවදා හරි
121,මේ වගේ නායකයෙක් ආපහු නැතිවෙයි ලංකාවට
122,සිංහල ජනතාව මේවා අමතක කලාඅද දේශපාලන පක්ෂ භේදයකින් තොරව අපි මවිබිමේ දෙපයින් නැගී සිටින්නේ මෙතුමාට පින් සිද්ධ වෙන්නකලගුණ නොදත් සමහරක් මිනිසුන්ගේ නින්දා අපහාස හමුවේ නොසැලී සිටින මෙතුමා සැබෑම වීරයෙක්මැතිදුනිඔබට ජයවේවා
123,එතුමා එදාඅපේ රටබේරගත්තු මොහොත කවදාවත් අපිට අමතකවෙන්නෙනැ මොනදේ උනත් ඔබට පිං අදඅපි සැනසිමෙන් ඉන්නවා
124,දෙශපාලනය නැත නමුත් එතුමාට අපි අදත් ගරු කරනවා
125,සුපිරි මනුස්සය කිව්වොත් කිව්වා
126,ආතල්
127,අම්මගෙ රෙද්ද
128,හොරා
129,රට කනව
130,පිස්සු
131,වැඩේ කියන්නේ පිටරටක ඉඳලා එන්නේ මිනිස්සු පිටර් එක යුද්දකට ගියා වගේ
132,ඊට පස්සෙ කරපුවාගෙ ත් දාන්න
133,ඹබතුමාට පිං
134,මනුස්සය එදා බීල වගෙ වැනෙන්නෙ යුද්දය නවත්තන්නැතිව දිගට කරන්න අවසර දුන්න එකට ඉස්තූතියි හැබැයි රනවිරුවන්ගෙ කැපවීම මෙකෙ ජයගැනීමට හෙතුවයි
135,එදා හිටපු මහින්ද අදටත් මගේ වීරයෙක්
136,මේවා මතක නෑ මිනිස්සුන්ට දැන් ජාතිබේද පක්ශ බේද නැතුව මෙතන හැමෝම ඉන්නවා ඒත් කවුරුත් නෑ වගෙ මෙතන
137,එදාම මේ බල්ලට නිවන්සුව ලැබුනා නම් අද ලංකාව මේ තත් යට පත්වෙනවාද
138,එක මතක තියන එකත් ලොකු දෙයක්
139,එයා නැත්නම් අද අපිත්
140,ඕනම මාකට් කරලා තමයි ගේම් ගැහුවෙ
141,හොරාගේ ව්යාජ ජාත්යාලයේ තරම
142,සංජීව දැං හරිද රන් අකුරින් ලිය උනා පට්ට හොරෙක් ගෑනතොපි තමයි ගොං මෝඩ මිනිස්සුන්ගෙ ඇග හිරිවැටෙන්න මීඩියා වල කෑගහල රටකට මේටික කරවන්න දැගලුවෙඅවලං හැත්ත
143,සරත් පොන්සේකා ජෙනරාල් තුමාට අපේ ෑත්තමාචාරය
144,තෙරුවන් සරණයි ඔබතුමාට
145,හොඳට හිටියනම් අදටත් වඳිනවා
146,මචං ලැජ්ජා නැද්ද වැටිලාතිබ්බ රුඇහිද ගන්න
147,රට බේරාගත් නායකයා අපි සදා නයගැතියි
148,කවුරු මොනව කියලා අපහාස කරත් ඔබතුමා අපේ වීරයෙක්
149,කවුරු මොනව කියලා අපහාස කරත් ඔබතුමා අපේ වීරයෙක්
150,බල තන්හාව නොතිබුණ නම් සුපිරි වීරයෙක්
151,විනාශ කරගත්තා කියන්නෙ මොකක්ද මේ මුං අපිට නම් අදත් මහරජා ඔබයි
152,පොන්න කැරියා
153,ඒ කට්ටියගේ සතුට
154,මේ පකයා මිනිස්සු රවට්ටලා මුලු රටටම හිකුවා වේසිගෙ පුතා
155,අපි කොච්චර බැන්නත් ඇත්තටම මහින්ද රාජපක්ෂ මැතිතුමා නැති නම් අද අපට රටක් නෑනේ කියලා දන්නවද අපෙ මිනිස්සුන්ට අතීතය අමතක කරන්න පුලුවන් ඉක්මනට වැරදි සම්බන්ධයෙන් වෙනම කතාවක් කරමු අඩුපාඩු තිබුනට කරපු දේවල් කැන්සල් කරන්න පුලුවන් කමක් නෑනේ
156,මෙච්චරයි මුලු ලෝකයටම අවන්ක අඩ්තර පවිත්ර නායකයාමෙය වටහ ගන්නට බරිනම් ඌ තනිකරම තිරිසනෙක් අතීත වර්තමාන අනාගත යන තුනටම එකයිතෙරවන් සරණයි
157,කන්න කලින් කෑම එජට වදින උන් දැකල නැත්නම් බලා ගනින්
158,ජනාධිපතිතුමනි ඔබට නිදුක් නිරෝගී සුවය ලැබේවා
159,කාඩ් බෝඩ් වීරයෝ වගේ නෙවෙයි මහින්දහැබැයි පස්සේ අපි වහල්ලු කියලා හිතුවේ ඒ අයනමුත් ගෞරවය උපරිමයෙන්ම යුද්ධය නිමා කලාට
160,පපුව කෑරෙනවා මහින්ද මහත්තයෝ අනේ බල තනහාව නැතිව ගියානම් ඔබතුමා සිංහල ජාතියට දෙවියෙක් විදම්දිහටම ඉන්න තිබුනා ඔබතුමන් ඇතුළු කණ්ඩායම් මොන දේ කලත් ඔබතුමන්ට බණින්න සාප කරන්න කට ඇරෙන්නේ නෑ පපුවට එකග නෑ ඔබතිමාගේ කණ්ඩායමට ජන්දය නොදුන්නද අපෙ හුස්ම නිදහසේ ගන්නේ අද ඔබතුමාගේ ගැති භාවයෙන් තොර එඩිතර නායකත්වය නිසයිහැමදාමත් ඔබ තුමා අපේ හිත් වළ ජීවමාන වීරයෙක් ලෙඩක් දුකක නැති නීරෝගි බවම පමණක් ඔබට ලෑබෙවායි පාර්තනා කරන්නෙමි
161,මෙතුමාගෙන් පස්සෙ රට වැටුනා අවුරුදු ක් කරපු එවට එකමනුස්සයෙක්ට විතරක් බනින්න එප මොනා උනත් අපෙ පව්ල් වල අදටත් නිදහසෙ ඉන්න පුළුවන් මෙ මීනිස්සු නිසා එ සහෝදරය බැදීම බලන්න වෙන දේශපාලන සහෝදරයො ඇනකොටා ගන්නො ඒත් එයාලා අපිට මෙහෙම ඉන්න පුළුවන් උනෙ එ මනුස්සාඅ නිසා නැත්තම් අනික් උන්ටත් කරන්න තිබ්බා
162,දැන් බැන්නත් නැති කාලෙක ආයෙම මිනිස්සු වදින මනුස්සයෙක් මට වගේම මිලියන ගානක් මිනිස්සුන්ට හුස්ම දුන්න එකේ පිනම ඇති ඔබතුමාට නිවන් දකින්න
163,අපේ රට කොටින් ගෙන් බේරල දුන් අපේ නායක මහින්ද රාජපක්ෂ මැතිදුනි ඔබට අපි ආදරෙයි බුදු සරනයි දෙවි පිහිටයි
164,මහින්ද
165,කරෙ ඔය මිනිස්සු කෙලෙහෙ ගුනෙ නැති හැත්ත උන්හිටි තැන් නැති කලා එදා රජා අද හොරා කියන්නතරම් පහත් මිනිස්සු ඇති රටක් ජිවිත පරදුවට තැබු උතුම් මිනිසකු මහින්ද රාජපක්ෂ සැමදා හදවතින්ම ගරුකරන එතුමන්ට කාට හොරා උනත් මටනම් පෙන්නෙ අපෙ රටෙ අයිතිකරුවා ලෙසයි එයට ඔහු නියම උරුමක් කාරයාමයි දිගාසිරු එතුමන්ට
166,අපරාදේ කොච්චර වටින නායකයෙක් ද ගෞරවයෙන් විශ්ර්රාම යන්න තිබ්බෙ
167,ෙමිනව උනත් මහින්ද මහත්තය වැඩිඩ අපි මාලිමා ෙව ඒවුනත් අ ැත්ත කියන්න ඹ ෙන අද පාරක බැහැල යන්න පුලුවන් ඒතුම කිසා තමයි
168,කන්න කලින් කෑම එකට වදින එක කොහොමත් හොඳ පුරුද්දක් මහින්ද මහත්තයත් ඒ වගේමයි
169,ආදරෙයි සර් පන තියෙනක්ම්
170,ලොකු රෙස්පෙක්ට් එකක් ඇතුව නික්ම යන්න ඉදපු නායකයෙක් තන්හාව නිසා විනාස උනා
171,අපෙ පන ටික
