id,text
42,වෙනවිට පුකාාශයට මොනවද ඊට හාත්පසින්ම වෙනස් අදහසක් මෙතරමි අපහාසයට පත්කරන්නෙ උපතින්ම බෙෘදයෙක් පුහාරයෙන් මියගියේ අපේම සහෝදර අතරට විදේශිකයො පිරිසක්ද ඉන්නවා
43,මියගිය තුවාල ලැබ අසරණ තත්වයට පත්ව සිටින සැමට සාධාරණය ඉටුකර ආගම මෙයට සමිබන්ද කරගන්න අවශ්ය යුක්තිය සාධාරණත්වය ගෙන ඒමයි එය
44,ආරක්ෂා තරමි වලිකන්නෙ යෝජනා තෛුයිනිකායික නායක හිමිවරැන්ට එසේම අන්ය ආගමික නායකයින්ට වෙිදිකාවට රැස්වි නිතියෙ ආදිපත්ය හඬක් කගන්න ඉදිරිපත් වන්න කියා
45,හාමුදුරැපවනේ කොහාටද ගමන් කරන්නෙ ඔබවහන්සේලා නිහඬ බෙෘදයින් නිසාද සමගම සියලුම ජනමාධ්ය ආයතනවලට ගුවන් විදුලිය රෑපවාහිනිය පුවෘති පතු එකතුවි මෙම මහගු
46,කාර්යයට දායක වනලෙස කරවන නායකයින් මෙලෙස හැසිරිමෙන් ඔවුන්ගෙ වහලුන් බවත් කිුයාවන්ට එරෙහිවන්න හෝ නගන්නට නොහැකි රටෙහි කිුයාකාරිත්වය අතලොස්සක් අත පවතිනබව
47,පුජාතංතුවාදය සාමකාමි අදහස් කිරිමෙි නිදහස සියලුදෙනාම පෙනිසිටිමු පුතානෝ හිටියොත් සවුත්තු වෙනවාමොකද හොරෙක් නිසයි බුද්ධික පතිරණත් සිටිය යුත්තේ සමගයිමෙය මාගේ පමණයි
48,කාලය කන වැඩසටහන් හැම තැනම ඒවා මේවායෙත් කරනවාකාලය කනවාමේවගේ මනුස්සයකුගෙන් අහන්න ළඟ මේවට විසඳුම් නිවේදකයෝ ඕපාදූප අහන්නේවැඩකට ඇති අහපල්ලා ගොන්
49,ආතල් යුද්ධයෙන් බේරා ගත්ත විරැවානමුත් දේශපාලනයට නුසුදුසුයි ජයෙන් ජයම වේවා අනේ අනුරගෙ තුන එක් එක්කෙනා කෙටවමින් කෙරෙන ජඩ මාධ්ය පිලිබඳව
50,ඇතිවන්නේ පිලිකුලක් කසලබක්කි මිට වැඩිය රටවේනුවේන් වැඩකරනව නිල තල වලට වුනත්දේන ඩයල්එකක් උඩට නැගල ඉනිමගට පයින් ගහන ජයවේවා සැරයක් හදන්න
51,ආරක්ෂක ලේකම් කරා ඊලග සැරේ ගේන්නද උන්ට ලැජ්ජා එකෙක්ට දැක්මක් ජනප්රිය උනොත් චන්දෙ උත්සව සභාවේ වාඩි ආසනය පනවපුවම ලන්තයේ පට
52,ඕයි මේවා බං වෙනදට ජ්වලිත පෙනේ පුප්පලා ගහකො හැපින්න ගෙම්බෙක් ගිලලද විස්වාස හැකි චමුදිතයගෙ හැකර කට අඩුවෙන්ම ඇහුනු දවස අනිවාර්යයෙන්
53,ප්රෝග්රෑම් බලපන්කො ටිකක්පට්ට ආතල්චමුදිත වෙලාව ටිකක් ඉල්ලනවා ඩඩ්ලි කවුරු මොනවා කිව්ව ත් දිනනවා එහෙම නොවුනොත් ආසාව අතඇරගෙන රටකම තියෙන්නේ රනිල්ව
54,බේරන බටලන්ද කුරිරු කවද බලයක් ලැබුණොත් බලාගන්න මෙයාගෙ ඇත්තම ස්වරූපය පළිගැනීම එකෙන්ම පලිගැනීමේ සාතන් කඩේ යන ස්තිරයි මේවාගේ මනුස්සයෝ වී
55,කොට මාරම දුකයි පොරක් චමුදිතලා බලූ කුක්කෝ වගේකියනදේ අහගෙන ඕකා බයයි චමුගෙ වක්කඩෙි කැඩුව වගේ සද්දෙ නිශ්ෂබිදයි අදනම් චමුදිතය මී
56,පැටියෙක් නිහඬයි තමගේ වාසියට තෝ පැටියා ආපෝ සක්කිලි කටා මූ අමුම අමු සක්කිලියෙක් ඇරියාම පඩයක් ගියා මහමැතිවරණය වෙලාවේ පලමු මනාපය
57,මහතාට ඉතිරි මනාප රන්ජන් රාමනායක හර්ෂණ රාජකරුණා දෙදෙනා මින් මැතිවරණයකදී ඡන්දෙ ජනබලවේගයට හයයි හයම අස්සෙ මාලිමා කාරයෝ මේකට රිංගලා උන්ගෙ
58,කැම්පේන් කරනව නැත්නම් උබලා එන්නද කියපන් උබත් කියලාද වහපිය මිතුරනේ ෆේක් අකවුන්ට්ස් කමෙන්ට් ඕපන් ඒකයි රිප්ලයි මුකුත් මේවගේ අකවුන්ට් දාස්
59,ගානක් සල්ලි ඕනෙ එකකට ගානයි කැමතියි උඹල භාශා චාරයක් මාලිමාවත් එපාවෙනව නියතයිදෙකක් ඔය සාකච්ඡා එපාචමුදිතලා රටෙිඔබ උදාර කෙනෙක්අපි ගරු ඔබට
60,හුගක් එක්කෝ පාර්ලිමේන්තුව ඇතුලේ පිටරටක මුවාවෙලා ඇවිත් කෙනෙකුට ඇගිල්ල දික් සද්දේ දාන එකෙක්ටවත් බෑනේ හදවතිම්ම අවන්ක දක්ශ මහින්දගේ පිස්සෙක් මෙිි
61,යකා කියනවනේ ඉවර කරේ කොලඹ තත්වෙිි දන්නේ නැලු පන මිනිස්සුන්ට භාරදුන්නාම වෙන වෙන්නද එවුන් ප්රභූ පන්තියට පනින්න බලන දේශපාලන පාවාදීමක්
62,කරයි කොන්ත්රාත්තුව හරියට සජිත්ව සූනේසුන් පක්ෂයේ සහය මුක්කු සේවකය ඇත්තටම බූරුවෙක් කාලේ රෑට කැලේ හිටියෙ කාලෙ ග්රාමාරක්ෂක බටයෙක්වත් බැස්සෙ දෙගිඩියාවෙන්
63,ඉතිං ත්රිවිධ හමුවටම අනදෙන නිළදාරියා ඇවිදිනවා කුහකයෙ ඉරිසියා කාරයෙක් එදා මැරුනනම් මයිනගෙ ආණ්ඩුවේ ඇමති මිනිස්සුන්ගෙ පිනට වාසනාවට පොන්සේකගෙ ජීවිතෙ බේරුනෙ
64,දීර්ඝායුස ලැබේවා පිස්සු පූසො කරුමෙ අපෝ හිටන් හුටන්ට තරම් කන්න මාෂ්ල් පාදඩ මාරුවෙන් මාරුවට ලෝකෙ හිඟාකන දුප්පත්ම රාජ්යයක් බවට පත්කර
65,වේවා යුද්දය දිනපු බල්ලොත් නැග්ගොත් මැක්කොත් නැගිටින්න වෙන්නේ දිසානායකගේ නැගෙනහිර රැස්වීම ඇහුවා නම්ඔක්කොම දැනගන්න පුළුවන්ඒවට ඩිරෙක්ට් කියන්නේමාලිමාවට මනුස්සයාගේ බල තණ්හාව
66,මුළු රටම ගෑනියෙක් උටත් අමුතු විරිත් වගේම නාමය ගන්නයි බලය අල්ලන්න ඕන හොඳට කතාබහෙන් හැසිරෙන ආකාරයෙන් තේරෙන්නැද්ද දෙයියනේ රටෙ විනාසෙ
67,ආරම්බ වු පාන්ඩු ආන්ඩුව සජිත්ට පුතානෝට බැරිබව දන්නවා ඌට ළමයෙක්වත් ජාතක බැහැනේ හිනාත් යනවා කෙසේ වෙතත් තිදෙනාටත් මැතිතුමාටත් ස්තුති සෞදියේ
68,කැද හැලිය විනාශය දිගහැරෙන්නෙ රජය පත් වුන ගමන්ම පලවෙනි රාජකාරිය රජයේ අතිදක්ෂ බුද්ධි නිලධාරීන් යටිකූට්ටු කාරයින්ගෙ උවමනාවට හිරේට දැම්ම රිමාන්ඩ්
69,කරගෙන අවු අයව එම තනතුරුවලින් රැලක් තියාගෙන බැංකුව මංකොල්ල කාපු දිනේ ඉදන් බෝම්බෙ දක්වාම ප්රපාතෙටම තල්ලු මුස්ලිම් ඇමතිලා නමයි කලේ
70,රජයෙන් වෙච්චි බලයෙන් ඉවත් බදුර්දීන්ලෙ අසාද් සාලිලා ත්රස්තයන්ට උදව්කලා මෙවන් පාපතරයන් මුලා නොවී වත් චන්ද දායකයාට බුද්ධියක් තිබ්බොත් වාසනාව ජනාධිපතිවරණයට
71,ඉල්ලනවට ෆොන්සේක කිසිසේත්ම ගැමිමක් අැති පුරා අාසන සමුළු තියනකොට ඉස්කෝල බස් බෙදන පංති වල දරුවන්ට කතන්දර කියනව සියලු ජනමත සමීක්ෂණ
72,වලින් ගව් ඉදිරියෙන් හිතුවට එයාට තනියම කියල රැලත් ගමනක්ද බලලෝබි ගියපාර ඇරියනේ ඒකේ පලිය ගෙනාවේ වටෙන් පිටෙන් ජනාදිපතිවරනයෙදි එරෙහිව මෙයාව
73,පාවිච්චි ර් යයෙන්ම ඒකාධිපති පෙන්නේ වචනවල අරු මුග්රාමසේවක එකෙක්නෙයාන්තමට අපොස සාමන්ය පෙල පමණක් වූ මෙහෙම උඩ හොයල හමුදා උපාදි කීයක්
74,තියෙනවද හමුදාව මොනවාද නොදන්න දේවල් ගොඩාක් වැඩිමම කිව්වෙ පාසල් අධ්යාපනය ගැනමිලිටරි පාඨමාලා වෙනමම දෙයක්ඒක හමුදාවක ජේෂ්ඨයෙක් වෙද්දි ඇය කිසිදු විරෝධී
75,ක්රියාවකනොයෙදි නිකැලැල් සේවයක නිරත වන්නෙක් ලැබෙනවා එකේනම් පුතා හමුදාවේ කියනවාඒ ක්රියාකාරිත්වය උගන්වනවානැත්නම් කියන්නත් අතිශයින්ම අමාරු වෙහෙසකර අවස්ථාවක ඉතාමත් ක්ෂණික නිවැරදි
76,තීරනය ගැනීමට ඉගැන්වීම් කරන්නේඒ කලාම ඌගේ තරම ලෝකෙටමපේනවාහරියට ගාලක හරකෙක් උම්ම්ම්බෑ නොකියා හිටියානම් ඌව දකින ඌ හරකා ඒත් හැමෝටම ඇහෙන්න
77,කිව්වාම නොදකින අයත් ගන්නවා ලග ලගම හිටියාම ලෝකේ දැනගන්නේ බවඑහෙම ඔයා ඕන්න කිව්වේ යකෝතෝ විභාග පුුථිපලය බැලුවද එයාම පාර්ලිමේන්තුවේ එයායි
78,ශවේන්ද්ර ගොඨභයයි ඔක්කොම පොඩ්ඩක් හොයලා බලපන් කතාවනිකන් බල්ලෙක් වලිගෙ නොවනාඋබට තව ඕනේනම් උඩින් උබ හරකෙක්ට දාපු උත්තරයක් ආන්න අනාගතය හැමෝගෙන්ම
79,දැනට තියෙනවාද හැමොම රකිනවා මැති කද උර ජන බලවෙගය්ට මටත් හිතෙන්නෙ දුන්නොත් හොර පාතලය බලාපොරොත්තුවක් වෙයි දෙශපාලනය විරයෙක් හැමදෙනාගෙම දන්නව
80,ලසන්ත වික්රමතුංග ගාතනය මගහැරිය බලන්නකො වෙනද කඩාපැනගෙන් අහන ඉතාම පැහැදිලියිනෙ තැන්පත් බවක් පෙන්නුව ඔන්න විදියට ආරාධිත යන්ටත් කතාකරන්න දෙන්නකො ප්රදාන
81,ගොබ්බයො මෛත්රීපාල අතර ආරවුල් ගත්තා කියලපේනවා පාවදෙන ජනාදිපති රටත් පාවදෙනව ආමේ වීරයා දේශපාලනයට හාමුදව පාවදුන්න දවසේ මුගේ ගලේ පහරපු බලලා
82,නොදකින් රස හොන්ද සේවකයෙක් දේසපාලකයෙක් නොවෙයි වෛරී හිතක් දේසපාලකයෙක්වීම අතිශය භයානකයි පාච රනවකයි තමනුයි හොන්දයි කරත්තෙ ගැටගහන්න යුධ තනතුර මහින්දටත්
83,ඇරියා ගෙනාපු රනිල්ටත් මාසල් සිරිසේනටත් සජිත්ටත් ඇරගෙන යනබව යකාට රටහදන්න උවමනාවක් කමක්කියල මගෙ කුඩා මොලේට උබටත් අරිනවා ඇරගත්ත සම්පූර්ණ කතාවක්
84,අරැන් සිද්ධාර්තන්ගෙ කතාව ැහපන් මිනිහෝ ලෝකයේ දකින්න අකමැතිම තිරිසන් නරුම ගතිගුන කෙලෙහි ගුන වචනයවත් තේරුම තිරිසනෙක් කලවැද්ද නොහොත් වෙල් විදානෙදැනටත්
85,මිනිස් සිරුරක් ජීවත් නායකයෝ කොටවලා චුන් ඔතන ඉදලා කතාකරපං නියමෙට ගිණි තියනවා ජරා හැකියාව හොදින්ම ලැබිල ගතහැකි මිනිසෙක් නරිරැලක ලගගත්
86,කරුමයක් ජෙප්පො යුඩ්ඩෙ දින්න ජනදිපතිවරනෙට ගෙනාවෙ මුදලි පක්ෂෙක වෙන් මොකකින් වෙන්නදසරත් කිවුවා ලීක්වාන් යූ සිංගප්පූරුව හැදුවේ අතරින් තමයිඇදයක්ම හොයන්න නියම
87,කෙනා යකො තිස් යුද්ධයක් මනුස්සයාට නිකම්මු බනින මෙ හිතාගන්න හොරා කෑවෙ හොයාගන්න මොලයක් ටිපර් වෙන්නෙපා කවුරුත් අදාල කනට යුද්දයක් කළවැද්දට
88,කොටිගෑනු බෝම්බ ගැහුවෙ මූලස්ථානය ඇතුලෙ රාජපක්ෂලගෙ මෝඩකමට මුගෙ බොකු ෆික්ස් කෙරුව ඉස්සරලා ඛලපන් බොල පකයෝ ජනාධිපතිටත්ලංකාවෙි ජනාධිපතිටත් කොටි ගැහැවිවා ජාතියේ
89,බඩුදෙකක් පාව රැසියෝ මු උට බනිනව උ මුට මලකුන ප්රස්න ජනතා විමුක්ති පෙරමුනට දෙශපාලන පක්ශත් ගත්තම විනයක් තියන වැරැද්ද කාටත්
90,ව්මල් විරවංශ දායිද මමත් නිහාල්කෝසල මලකුණේ පැටවු තුන්දෙනාට බුරාගෙන බැ ඇත්තටමයි මලකුණේමරුබඩු එලබෙන මැතිවරණයේදීම ජනබලවෙිගය ඡන්දය දෙමු පක්ශෙකට චන්දය පෙරටුගාමී
91,පක්ශෙ මතය පුරවැසි සහභාගීවීමඒ වැඩේ අරගලය නොනවත්වා ප්රබාකරන් කරනකොට කොහේ හැංගේවිද හිටන්හුටන්ද පව්කාර සංවර්ධනය කරලම නැත තනතුරැ පෙරේත කතිරය දැනුවත්ව
92,තොගේ තාත්තා ජාතකද ඩීඇස් පරයට උනේ පළමු අග්රාමාත්යවරයා පියා නිදහසේ වචනවත් පොරට ඩොමිනියන් පූර්ණ නිදහසක් සාමාන්ය තේරුණු තරුණ නායකයෙකු කිරීම
93,කළ ඒකාලෙ ලංකාව කියලද හැදින්වුයේ නැත්තං සිලෝන් සම සමාජ පක්ෂයද නම බණ්ඩාරනායක මේගොල්ලන්ගෙ නෙමයි බණ්ඩාරනායකගෙ සීයාගෙ නීලම්පෙරුමාල් දකුණු ඉන්දියාවෙන් ගණන්
94,පාරවල් කරත්ත ගල් අදින්න ආපු පස්සෙ ඉංග්රීසින් ඒකට හරියන්න ඉඩමක් කිව්වහම අක්කර ක්ම කරගත්තා වෙනස්කරගත්තා සිරිමාවෝ සීයා උඩරට ගිවිසුමේ රත්වත්තේ
95,ඉරත්වත්තෛ දෙමලෙන් අත්සන් තබා ඇත මොවුන් කිසිවෙක් සිංහල ජාතිකයන් නොවේ නමුත් මොවුන්ගේ වැරදිවලට වන්දිගෙවීමට සිදූඌයේ ගම්වල මිනිසුන්ටය නැරඹුවා මහත්මයා චරිතයෙක්න්
96,මැතිතුමා චමුදිතයා කොහොමටත් වාචාලයා විවේක ගත්තේ ඉස්පිරිතාලේ පැන්ශන් ග්රාමසේවක මල ගෙදරකට කොල්ලො වට කෙබර කෙලිනවා දැනෙන්නේ විතරද නැත්තේ මමත්ආවෙ දැකලා
97,හුත්තෙක් මෙච්චරකල් කෙරුවෙ ජෝකරයෙක් උනානෙ සාකච්ඡාව බැලුවෙමි මේක හිනැහෙන්න හොඳම විකට ජවනිකාවකි කඋරු කෝම කීවත් ය මෙතුමා සම්බන්ධ කැමතිම කොටස
98,ආතල්ම පව් බන් අම්මෝ මුගෙන් හෙන විස්දුම් අහන්නෙ මාද්ධයාවන් අහන්නේ නතිය පැත්තෙ යකෝ කෝටි හයදාහක් දුන්නලු පොළොන්නරුව දිස්ත්රික්කය හුත්තො එපැයි
99,හිනා ආපහු මූට මූයි ගෙනම් සෑහෙන දුප්පත් මනුස්සයෙක්කව්ද අහිංසකයා ධේශපාලයෙකුගේ ගුණයවත් පුද්ගලයන් කතිකාවලට යෑම තුළින් සිරාට මලපනලා කවෙ උත්තිගෙ පුතාල
100,අඨ්යපන කපටි මාධ්යවේදියෙක් ඉදිරියේ බොහොම බුද්ධිමත්ව හැසිරෙනවා තුළම යි තමන් වරදක් කරානම් සාකච්ඡාවකට හිතයිද අඩුම තරමේ දේශපාලකයෝ සමස්ත තුළ පට්ටම
101,කුජීත මෙලෝ රහක් හඳුනා ඇත්තට කොරෝනා කාලයට විනාශ වුනේ යහපාලනය සමහර වෙහෙර විහාර උතුරු භික්ෂූන් වහන්සේලාට දානයත් ලෙකම් කාර්යාලයට කවදත්
102,සිදුකලේම තවත් ආවෙනම් රාජ්ය දෙපල අවබාවිතා කරන් ගියෙ කොටිගානක ගෙකුත් අරන් මොකා හරිද වැරදිද මහජනතාව වන ලෝකූ අමාරුවක වැටුනා කටවත්
103,වැරද්දක් දුක් දහ බලල ඇතිපට්ට හොදට තිබ්බ උම්මා සිරොමරු හොදෙ ආයෙත් එන්නඕනහොර ගෙඩියා දකිනකොට මාලු නටනව ගිනිගන්නෙ මැරෙන දවසට බලන්
